topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
12,Kasih Tolong Bintang,negatif,Pengalaman Pengguna,Permintaan pengguna untuk mengurangi durasi iklan,ADVERTISEMENT_ISSUE,279,1.45,1.28,698,"kasih, tolong, bintang, kurangi, nya, iklan, kak, di, saya, aku","Tolong iklan ya ke ganggu terus saya kasih bintang satu aja | Tolong dong developer iklannya di kurangin, jadi enak kalau nonton, jadi gk bosen nonton nya. | Minta tolong kallo iklan nya di kurangi jadi maless"
13,Voucher Pembayaran Kode,negatif,Masalah Langganan dan Akses,Gagal melakukan redeem kode voucher pembayaran,PAYMENT_ISSUE,254,1.32,1.14,491,"voucher, pembayaran, kode, otomatis, perpanjangan, tidak, berhenti, paket, di, bisa","Udah beli vouchernya tpi ga bsa redeem kode,ngeselin uang mealayang ga jelas | Sudah bayar voucher di brimo tapi tidak bisa di masukan | Susah masukkan voucher, harus ke website, membingungkan, sudah beli di tokped ko di minta pembayaran lg?, setelah di isi, banyak yg harus di klik, ketika ada ada kendala pengisian voucher, voucher hangus, tidak bisa di ulang, package blm aktif, curang, menu komplain lewat email jg tdk bisa digunakan"
14,League Premier Serie,negatif,Masalah Langganan dan Akses,Kendala akses konten paket liga olahraga,SUBSCRIPTION_ERROR,204,1.06,1.19,721,"league, premier, serie, liga, paket, italia, inggris, ada, tidak, musim","Saya langganan paket premier league, tapi tidak bisa nonton PL? Kek mana ini aplikasi konyol.. kalau ada bintang minus bintang minus dah | Udah berlangganan premier league tpi untuk masuk nya susah.... Aplikasi apaan? Nyesel berlangganan. | gilak ini, 2 paket langganan di perpanjang bersamaan, harusnya kalau sudah paket diamond, paket vidio premier league mobile jangan diperpanjang jg"
15,Dibuka Bisa Tidak,negatif,Akses Konten,Kesulitan membuka aplikasi atau konten spesifik,ACCESS_ISSUE,161,0.84,1.15,90,"dibuka, bisa, tidak, ada, rcti, buka, bintang, enggak, euro, vote",RCTI nya gak ada | Gak bisa buka | Gak ad RCTI ny
16,Ok Lumayan Keren,negatif,Kepuasan Pengguna,Ulasan positif mengenai kualitas aplikasi,POSITIVE_FEEDBACK,136,0.71,1.27,133,"ok, lumayan, keren, mantap, bagus, semoga, ini, aku, pokoknya, untuk",Bagus banget | bagus banget | bagus Vidionya
17,Jelas Screen Black,negatif,Kualitas Aplikasi,Keluhan umum mengenai performa aplikasi,GENERAL_COMPLAINT,124,0.65,1.1,596,"jelas, screen, black, enggak, aplikasih, tidak, aplikasi, gold, adminnya, proyektor",Aplikasi gak jelas banget... | Aplikasi ngk jelas | Aplikasi gaje
18,Bayar Harus Kenapa,negatif,Model Bisnis,Keberatan pengguna terhadap sistem berbayar,PRICING_FEEDBACK,123,0.64,1.15,44,"bayar, harus, kenapa, apa, langganan, premium, berbayar, gratis, kah, sih","kenapa harusss bayar sihh | kenapa sihhh harus bayar, kenapa gak semua gratis ajaa😭 | kenapa harus bayar ya"
-1,Aplikasi Bwa Sepotong,negatif,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,112,0.58,1.14,3,"aplikasi, bwa, sepotong, jelas, gabut, mancet, ikln, apa, tidak, sendiri",sering tertekan kepemilihan topik padahal tdk ada masalah apa apa | ga bisa paketkan terus | cukup 1 aja
19,Coba Mencoba Dulu,negatif,Gangguan Teknis,Kegagalan pemutaran video meski sudah berlangganan,PLAYBACK_ERROR,102,0.53,1.34,116,"coba, mencoba, dulu, uji, di, lagi, saya, sudah, bisa, saja","Apaan nih App orang sudah langganan Premium malah.. tidak Masuk dan tonton coba lagi coba lagi muluh ... Gak jelas ini App | Apaan sih ini ? Aku beli paket yang diamond, video nya ga bisa di play . Kalau di klik play loading terus . Secara berkala udah ku coba . Rugi lah aku kalau seperti ini | aplikasi nya sangat buruk, sudah berlangganan setiap mau nonton tidak bisa di putar. tampilan ( MAAF YA, LAGI ADA GANGGUAN COBA LAGI NANTI) Percuma bayar juga kalau selalu gangguan. buang2 duit aja. jauh sekali kualitas ny dengan Netflix."
20,Makin Kesini Semakin,negatif,Pengalaman Pengguna,Penurunan kualitas layanan dan iklan berlebih,USER_EXPERIENCE_DECLINE,77,0.4,1.14,114,"makin, kesini, semakin, buruk, parah, kesana, menambah, tidak, jelas, banyak","Makin kesini makin buat muak aplikasinya.. udh jelas berlangganan tapi tiap mau nonton live streaming disuruh beli paket lg. | Makin kesini, makin gk jelas.. iklan keterlaluan byk kali. | Makin kesini makin ga jelas, udah banyak iklan seringan ga bisa dibuka, tapi suruh update terus pembaruan!!! Ga jelas"
21,Ngambil Orang Motong,negatif,Sistem Pembayaran,Pemotongan saldo otomatis tanpa persetujuan pengguna,BILLING_ISSUE,58,0.3,1.02,72,"ngambil, orang, motong, perpanjang, saldo, otomatis, tanpa, main, potong, uang","anjir bisa otomatis motong saldo shopee, kok bisa ya tanpa persetujuan bisa main potong saja | Masih beli paket sendiri malah narik saldo , orang gamau pasang paket | Asu aplikasi maling. Enak aja ngambil uang orang seenaknya, tanpa izin. Wah parah ni."
22,Wae Koyok Kuning,negatif,Model Bisnis,Keluhan harga paket dan gangguan iklan,PRICING_FEEDBACK,46,0.24,1.11,6,"wae, koyok, kuning, koret, mayar, kudu, akeh, celeng, opo, ge","rudet kudu meli paket nyaho ker hese duit | langganan premium e kelarangen min, aku kate ndelok bal bal an maleh males | Apl celeng iklan diutamake tontonan no.keri asu owg"
23,The This Not,negatif,Pengalaman Pengguna,Ulasan negatif terkait iklan dan kualitas,USER_EXPERIENCE_DECLINE,44,0.23,1.2,21,"the, this, not, application, is, good, of, and, you, si","Embarrassing, i dont like this app tbh | Not recommended, just delete yours | too many ads"
24,Denda Batasi Suka,negatif,Kualitas Aplikasi,Keluhan performa lag dan iklan berlebih,PERFORMANCE_BUG,35,0.18,1.09,7,"denda, batasi, suka, enak, tahi, kena, lag, ikalnya, fak, takut",jelek banyakin aja iklan partainya hahaha lawak | Bapuk suka lag mahal lagi | APLIKASII GAKKK GUNAAAA
25,Paling Ruwet Aplikasi,negatif,Kualitas Aplikasi,Ulasan negatif mengenai kualitas aplikasi secara keseluruhan,GENERAL_COMPLAINT,30,0.16,1.03,2,"paling, ruwet, aplikasi, sedunia, terburuk, buruk, apps, ter, yang, berbayar",aplikasi berbayar paling buruk | Aplikasi paling jelek | Aplikasi yg paling buruk
26,Hu Cc Mi,negatif,Lain-lain,Ulasan tidak relevan atau teks tidak terbaca,SPAM_IRRELEVANT,30,0.16,1.57,6,"hu, cc, mi, cv, aa, gue, kakak, nn, mm, by","oommxd yang x l kk t uf gigh kv. 39 | Bxvv Pi DDN sxx CCD xxsxs ci t,oqbb hu bi bill bbh viii jika Goo hp mar mo NIP bos BBM mmBeepp maauu Mie hompimpa level 2, mie gacoan level 2, udah keju 1 | n u vZdx tv di. bidang ku coba. . E tee tr e."
27,Adilllllll Aplikasiiiii Ngedebit,negatif,Model Bisnis,Keluhan harga mahal dan ketidakpuasan konten,PRICING_FEEDBACK,13,0.07,1.0,0,"adilllllll, aplikasiiiii, ngedebit, nyeselllll, mahallll, maaaahhaaalll, mahaaaaalllll, mahaaaallll, mahaaaalllllllllll, mahalllll",Kontllllll kebanyakan iklan bangsatttt | mahaaaallll Persib langganan nya mahaaaaalllll | indosiar ga adilllllll
28,𝒏𝒚𝒂 𝒅𝒊 𝑛𝑦𝑎,negatif,Gangguan Teknis,Masalah pemutaran video dan fitur unduhan,PLAYBACK_ERROR,12,0.06,1.17,5,"𝒏𝒚𝒂, 𝒅𝒊, 𝑛𝑦𝑎, 𝑖𝑘𝑙𝑎𝑛, 𝚝𝚒𝚍𝚊𝚔, 𝒖𝒏𝒅𝒖𝒉, 𝑑𝑖𝑘𝑖𝑡2, 𝒂𝒌𝒖, 𝚋𝚊𝚐𝚞𝚜, 𝒌𝒂𝒍𝒘",𝙜𝙖𝙠 𝙟𝙚𝙡𝙖𝙨 𝙪𝙙𝙖𝙝 𝙗𝙚𝙡𝙞 𝙥𝙖𝙠𝙚𝙩 𝙥𝙧𝙚𝙢𝙞𝙚𝙧 𝙩𝙖𝙥𝙞 𝙩𝙚𝙩𝙖𝙥 𝙜𝙖𝙠 𝙗𝙞𝙨𝙖 𝙣𝙤𝙣𝙩𝙤𝙣 👎 | 𝑩𝒂𝒏𝒚𝒂𝒌𝒂𝒏 𝒍𝒐𝒅𝒊𝒏𝒈 𝒏𝒚𝒂 𝒑𝒂𝒔 𝒍𝒂𝒈𝒊 𝒏𝒏𝒕𝒐𝒏 𝒇𝒊𝒍𝒎 𝒏𝒚𝒂..𝒄𝒂𝒑𝒆 𝒏𝒖𝒏𝒈𝒈𝒖𝒊𝒏.. | 𝑃𝑙𝑖𝑠 𝑃𝑖𝑡𝑢𝑟 𝐷𝑜𝑛𝑙𝑜𝑎𝑑 𝑁𝑦𝑎 𝑔𝑟𝑎𝑡𝑖𝑠 𝑑𝑜𝑛𝑔𝑔 𝑠𝑜𝑎𝑙𝑛𝑦𝑎 𝑗𝑎𝑟𝑖𝑛𝑔𝑎𝑛 𝑑𝑖𝑠𝑖𝑛𝑖 𝑙𝑒𝑚𝑜𝑡 𝑤𝑖𝑓𝑖 𝑗𝑎𝑢ℎ 𝑘𝑒𝑟𝑢𝑚𝑎ℎ
