topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
10,Kebanyakan Iklan Banyak,netral,Pengalaman Pengguna,Keluhan mengenai frekuensi iklan yang tinggi,ADVERTISEMENT_ISSUE,101,3.57,3.0,44,"kebanyakan, iklan, banyak, terlalu, iklannya, bug, dan, menonton, premium, tv",banyak iklan | banyak iklan | banyak iklan
11,Bagus Tapi Banyak,netral,Pengalaman Pengguna,Aplikasi bagus namun terganggu terlalu banyak iklan,ADVERTISEMENT_ISSUE,89,3.15,3.0,47,"bagus, tapi, banyak, iklan, tau, enak, terlalu, iklannya, sih, cuma",bagus cuman iklanya banyak | aplikasinya bagus dan banyak film nya cuman terlalu banyak iklan | Sebenarnya aplikasinya bagus tapi iklan nya banyak banget.
12,Vidio Bisa Di,netral,Kinerja Aplikasi,Aplikasi tidak bisa dibuka atau diunduh,PERFORMANCE_BUG,70,2.48,3.0,1197,"vidio, bisa, di, tidak, android, tv, aplikasi, hp, kenapa, rekam",Kenapa kok gak bisa di buka aplikasi Vidio nya | kenapa video tidak bisa di download 😭😭 | Vidio ko GK bisa dibuka saat mau nonton live streaming?
13,Bintang Kasih Dulu,netral,Kepuasan Pengguna,Pemberian rating rendah karena kendala teknis,GENERAL_FEEDBACK,66,2.33,3.0,14,"bintang, kasih, dulu, download, aku, gara, baru, tiga, kalau, flim",kasih bintang 3 dulu soalnya baru download | Aku kasi bintang 3 karena lagi eror untuk pemutaran video nya | Kurang bagus jadi saya kasi bintang 3
14,Siaran Tv Ulang,netral,Katalog Konten,Kendala akses siaran langsung dan tayangan ulang TV,CONTENT_AVAILABILITY,56,1.98,3.0,182,"siaran, tv, ulang, bisa, di, trans7, kenapa, tidak, menonton, arisan",Kenapa saya ga bisa nonton siaran langsung di moji channel??? Malah selalu muter ulang siaran india😤 | khusus tvri kenapa tayangan ulang channel tv nya tidak bisa di putar ulang 😓 | kenapa video saya gak bisa buka live streming nya ya yg bagian indosiar?? padahal kan saya pngn bngt nonton indosiar
15,Liga Inggris Vs,netral,Ketersediaan Konten,Keluhan ketersediaan siaran olahraga dan liga tertentu,CONTENT_AVAILABILITY,50,1.77,3.0,26,"liga, inggris, vs, timnas, ribu, mahal, pertandingan, indonesia, ditayangkan, italia",Live Liga Italia kok gk ditayangkan lagi? | Coba coba ada gk live liga 2 | Timnas tolong timnas di siarin..berbayar kog g ada tayangan spesial
16,Iklan Banyak Banget,netral,Pengalaman Pengguna,Frekuensi iklan yang terlalu sering dan mengganggu,ADVERTISEMENT_ISSUE,49,1.73,3.0,13,"iklan, banyak, banget, iklann, dikit, nya, anjir, iklannya, bentar, kali",Iklan nya banyak kalii | Iklan nya banyak banget | bnyak kali iklan ny
-1,Baik Mntap Apik,netral,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,35,1.24,3.0,0,"baik, mntap, apik, bermampaat, akula, cool, maut, mobil, ndeso, iklane",akula van | sedang. | ad 5🌞
17,Ulang Siaran Ada,netral,Ketersediaan Konten,Ketidaktersediaan saluran TV nasional tertentu,CONTENT_AVAILABILITY,30,1.06,3.0,5,"ulang, siaran, ada, tidak, fokus, mnc, hilangkan, rcti, cuman, sesuai",RCTI tidak ada 🗿 | Ga ada rcti nya | tenis tdk ada
18,Ngelag Parah Sering,netral,Performa Aplikasi,Aplikasi sering mengalami buffering dan lag,PERFORMANCE_BUG,30,1.06,3.0,11,"ngelag, parah, sering, buffering, mulu, delay, nih, ngeleg, macet2, perasaan",ngelag parah | ngelag parah... | ngeleg mulu
19,Iklan Menit Sampai,netral,Pengalaman Pengguna,Durasi dan frekuensi iklan yang berlebihan,ADVERTISEMENT_ISSUE,17,0.6,3.0,4,"iklan, menit, sampai, mood, terlalu, sring, 20x, asyik, banyak, 2x",Kebanyakan iklan sangat mengganngu .. titik kuning kurang bnyk min kalo perlu per menit kasih iklan biar turun sekalain rate nya | kalo ngasih iklan jangan panjang panjang ada yang sampe 1 menit nah itu gk bisa di berhentiin | Semua masih bagus cuman terlalu banyak iklan setiap 5 menit iklan 5 menit iklan
20,Harga Naik Mahal,netral,Harga dan Langganan,Kenaikan harga paket langganan yang dianggap mahal,PRICING_ISSUE,17,0.6,3.0,6,"harga, naik, mahal, makin, biaya, tablet, hp, paket, paketnya, langganan",harga paketnya naik terus | Harga paket diamond naik 40 ribu jadi mahal bgt asu | makin lama makin mahal paketnya
21,Berbayar Tontonan Raga,netral,Harga dan Langganan,Terlalu banyak konten olahraga yang berbayar,PRICING_ISSUE,16,0.57,3.0,2,"berbayar, tontonan, raga, olah, riwayat, bola, kesalahan, jelas, terutama, terjadi","berbayar semua untuk nonton bola | nonton bola aj harus berlangganan,blm kita harus beli kuota... gak banget..✌️ | Hampir semua tontonan olah raga berbayar."
22,F1 Download Mendownload,netral,Fitur Aplikasi,Kendala pada fitur download dan akses konten,FEATURE_REQUEST,16,0.57,3.0,1,"f1, download, mendownload, breaker, wind, karena, kasih, terima, menonton, maaf","tolong adakan lagi paket nonton F1, saya download aplikasi ini cuman buat nonton F1🙏🙏🙏 | terima kasihh saya sengaja download ini karna cuma ingin nonton ggs aja🗿 | Maaf saya kasih bintang 3 karena ketika saya mau download video itu kenapa harus langganan tolong hilangkan fitur itu"
23,Membeli Paket Masalah,netral,Harga dan Langganan,Kegagalan dalam proses pembelian paket langganan,PAYMENT_ERROR,15,0.53,3.0,30,"membeli, paket, masalah, bisa, tidak, berlangganan, disaya, diperintahkan, soalmya, days",Tidak bisa membeli paket | Tidak bisa membeli paket lewat gpay | tidak bisa menghapus akun
24,Iklan Mengganggu Terlalu,netral,Pengalaman Pengguna,Iklan panjang yang tidak bisa dilewati,ADVERTISEMENT_ISSUE,15,0.53,3.0,22,"iklan, mengganggu, terlalu, dan, banyak, panjang, filmnya, kebanyakan, durasi, pilihan",terlalu banyak iklan dan pilihan filmnya tdk banyak | terlalu banyak iklan durasi panjang dan iklan kadang tidak bisa dilewati | di tv terlalu banyak iklan dan barcode nya gak bisa🤕
25,Subtitel Ngelag Sebel,netral,Performa Aplikasi,Masalah lag pada subtitle dan pemutaran video,PERFORMANCE_BUG,12,0.42,3.0,2,"subtitel, ngelag, sebel, sering, kadang, hilang, banget, kecewa, sama, suka","Sering banget ngelag. Kenapa ya ? | Suka ngelag pdhal udh langganan, sedikit kecewa sih | kadang suka ngelag jadi sebel gw"
26,Mm Too Look,netral,Lain-lain,Ulasan tidak jelas atau tidak relevan,UNCATEGORIZED,12,0.42,3.0,2,"mm, too, look, tok, the, itu, ku, 4698l, commercial, 4jtvnmv","Fjm . I nl | Mm¡Aku zj yg | If it's good, I'll add a star"
27,Akses Kenapa Huhuuu,netral,Ketersediaan Konten,Permintaan ketersediaan saluran TV dan konten olahraga,CONTENT_AVAILABILITY,8,0.28,3.0,0,"akses, kenapa, huhuuu, ngulang², rcti, badminton, ada, cenel, antv, perpanjang",Kenapa gak ada badminton tolong | Mengapa RCTI ngak ada ya | kenapa tidak ada RCTI?
28,𝐤𝐞𝐧𝐚𝐩𝐚 𝐚𝐝𝐚 Tiba²,netral,Harga dan Langganan,Keluhan fitur premium untuk akses download,PRICING_ISSUE,8,0.28,3.0,0,"𝐤𝐞𝐧𝐚𝐩𝐚, 𝐚𝐝𝐚, tiba², 𝐁𝐞𝐛𝐞𝐫𝐚𝐩𝐚, 𝐏𝐝𝐡𝐥, 𝐝𝐫𝐚𝐤𝐨𝐫, 𝐝𝐢, 𝐝𝐨𝐰𝐧𝐥𝐨𝐚𝐝, 𝙅𝙡𝙚𝙠, 𝐭𝐨𝐥𝐨𝐧𝐠",𝒌𝒏𝒑 𝒉𝒂𝒓𝒖𝒔 𝒂𝒅𝒂 𝒑𝒓𝒂𝒃𝒂𝒚𝒂𝒓. | 𝐭𝐨𝐥𝐨𝐧𝐠 𝐥𝐚𝐡 𝐟𝐢𝐭𝐮𝐫 𝐝𝐨𝐰𝐧𝐥𝐨𝐚𝐝 𝐤𝐞𝐧𝐚𝐩𝐚 𝐡𝐚𝐫𝐮𝐬 𝐩𝐫𝐞𝐦𝐢𝐮𝐦 𝐝𝐮𝐥𝐮 | 𝘾𝙤𝙗𝙖 𝙣 𝙩𝙚𝙨. 𝙅𝙡𝙚𝙠 𝙝𝙤𝙥𝙪𝙨 𝙠𝙖𝙨𝙞 𝙗𝙞𝙣𝙩𝙖𝙣𝙜 𝙨𝙚𝙩𝙣𝙜𝙖𝙝
