topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
10,Suka Banget Aku,positif,Ulasan Umum Pengguna,Ulasan positif umum mengenai aplikasi,GENERAL_POSITIVE,311,1.99,4.89,575,"suka, banget, aku, saya, sekali, sama, bagus, sangat, ini, aplikasi",suka bgt | suka bangett | suka banget
11,Terima Kasih Terimakasih,positif,Layanan Pelanggan,Apresiasi terhadap layanan dan respon aplikasi,CUSTOMER_SERVICE,288,1.84,4.88,1688,"terima, kasih, terimakasih, respon, cepat, vidio, atas, sudah, saya, dan",Baik kualitas nya... Terima kasih | Terima kasih layanan nya | Bagus Terim kasih min 🙏🙏
-1,Sippp Awesome Sama,positif,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,236,1.51,4.89,8,"sippp, awesome, sama, ajib, kerren, boleh, excelent, siiiip, jefri, par",awesome | Sangat terkesan! | jooss jiss
12,Iklan Ngelag Kebanyakan,positif,Pengalaman Menonton,Keluhan mengenai banyaknya iklan pada aplikasi,ADVERTISEMENT_ISSUE,189,1.21,4.51,465,"iklan, ngelag, kebanyakan, banyak, sering, kadang, jangan, terlalu, eror, nya",banyak iklan | banyak iklan | Banyak iklan
13,Semoga Sukses Selalu,positif,Ulasan Umum Pengguna,Harapan dan dukungan untuk pengembangan aplikasi,GENERAL_POSITIVE,154,0.99,4.89,986,"semoga, sukses, selalu, kedepan, lebih, terus, maju, vidio, lagi, semakin",Semoga tambah maju | semoga tambah baik lagi | Berkualitas semoga sukses terus untuk vidio🤲🏼
14,Coba Mencoba Dulu,positif,Pengalaman Menonton,Pengguna baru mencoba aplikasi,USER_EXPERIENCE,152,0.97,4.69,55,"coba, mencoba, dulu, baru, gangguan, belum, masih, sejauh, lelet, ini",Di coba dulu | Di coba dulu | Baru ..coba dulu...
15,Josss Jossss Bagu,positif,Kepuasan Pengguna,Ulasan positif umum mengenai kualitas aplikasi,POSITIVE_FEEDBACK,119,0.76,4.87,14,"josss, jossss, bagu, banget, bangettttttttt, baikkk, amat, bangtt, bangetttttttttttttt, abissssss",Bagusssssss | Bagusssssss | BAGUSSSSSS
16,Terbaik Pokoknya Platform,positif,Kepuasan Pengguna,Pujian terhadap platform sebagai layanan terpercaya,POSITIVE_FEEDBACK,111,0.71,4.95,49,"terbaik, pokoknya, platform, vidio, buat, raid, terpercaya, yang, tampilkan, untuk",terbaik | terbaik | Terbaik 🙏
17,Mudah Ribet Gunakan,positif,Pengalaman Pengguna,Kemudahan dalam penggunaan antarmuka aplikasi,USER_EXPERIENCE,102,0.65,4.91,153,"mudah, ribet, gunakan, dan, praktis, untuk, digunakan, lebih, sangat, dimana","bagus dan mudah | Sangat mudah di gunakan | Sangat mudah di gunakan,,,"
18,Biasa Luar Wow,positif,Kepuasan Pengguna,Ulasan positif ekspresif terhadap layanan,POSITIVE_FEEDBACK,86,0.55,4.97,13,"biasa, luar, wow, amazing, bagusnya, allah, keren, luarbiasa, masya, wah",luar biasa | luar biasa | luar biasa
19,Mantul Mantaf Mantull,positif,Kepuasan Pengguna,Ulasan positif dengan bahasa santai,POSITIVE_FEEDBACK,83,0.53,4.93,163,"mantul, mantaf, mantull, mantaaaap, mantulll, betul, polllll, mantaaaaap, mantullll, syuka",mantull | ✨💠 ManTull 💠👍🏻👍🏻👍🏻 | mantull
20,Like This Aplication,positif,Kepuasan Pengguna,Ulasan positif dalam bahasa Inggris,POSITIVE_FEEDBACK,82,0.53,4.94,12,"like, this, aplication, the, and, is, excellent, application, itu, be",I like this | i like good | i like
21,Bb Hu Xx,positif,Lain-lain,Ulasan tidak jelas atau spam,UNCATEGORIZED,75,0.48,4.77,6,"bb, hu, xx, oo, by, aing, uc, kamu, as, ke",IWC ahkan. c e oo B | Banyak yg grtis pko nmh | V nokallaakkkkka S saya kmaskl . S
22,Sports Movies Acl,positif,Konten Aplikasi,Penyebutan kategori konten olahraga dan film,CONTENT_GENERAL,62,0.4,4.94,811,"sports, movies, acl, gamestop, vidio, terhadap, movie, publik, series, mov","vidio: sports, movies, s... | vidio. sports. Movies | Vidio sports movies"
23,Ufc 𝑏𝑎𝑔𝑢𝑠 8789⁹⁹⁹⁹⁹,positif,Kepuasan Pengguna,Ulasan positif dengan format teks tidak standar,POSITIVE_FEEDBACK,36,0.23,4.78,2,"ufc, 𝑏𝑎𝑔𝑢𝑠, 8789⁹⁹⁹⁹⁹, anggra𒈞, fxkgxdỹỏkg7b, dipindah, 1qaaàa, favoritlihat, muda²han, sàngat",𝑏𝑎𝑖𝑘 | 𝑜𝑘 🤫😘😘😘😍😍😍 | 𝗺𝗮𝗻𝘁𝗮𝗽
24,Bintang Kasih Reting,positif,Kepuasan Pengguna,Pemberian rating bintang lima oleh pengguna,RATING_FEEDBACK,36,0.23,4.72,31,"bintang, kasih, reting, janji, sesuai, lima, saya, jenderal, yeah, beri",Gw kasih bintang 5 | Saya kasih bintang 5 | Saya kasi bintang 5
25,Movie Lengkap Kurang,positif,Konten Aplikasi,Permintaan penambahan koleksi film dan series,CONTENT_REQUEST,34,0.22,4.59,33,"movie, lengkap, kurang, diperbanyak, film, filmnya, nya, lagi, terbarunya, series",Film nya kurang lengkap | kurang lengkap film nya | kurang banyak film nya
26,Cinta Tuhan Hati,positif,Kepuasan Pengguna,Loyalitas pengguna terhadap platform,POSITIVE_FEEDBACK,27,0.17,4.81,7,"cinta, tuhan, hati, kubawa, hatiku, dijdkn, kupilih, tntng, suci, merayu",Vidio slalu di hati | Aku cinta mala | SETIA UNTUK SELAMANYA
27,Besttt Pernando El,positif,Lain-lain,Ulasan tidak relevan atau spam,UNCATEGORIZED,20,0.13,5.0,0,"besttt, pernando, el, fb, the, bafus, kaurow, bree, dariz, buamona",Janan. Ribo | Ya gujob bree gaming | Wwconm Moktar
28,𝑑𝑖 𝗌𝖾𝗋𝗎 𝑛𝑦𝑎,positif,Pengalaman Pengguna,Kepuasan menonton konten live dan berkualitas,USER_EXPERIENCE,19,0.12,4.79,18,"𝑑𝑖, 𝗌𝖾𝗋𝗎, 𝑛𝑦𝑎, 𝚔𝚊𝚕𝚊𝚞, 𝗅𝖺𝗀𝗂, 𝚗𝚘𝚗𝚝𝚘𝚗, 𝚜𝚞𝚔𝚊, 𝚕𝚊𝚖𝚊, 𝚝𝚊𝚙𝚒, 𝑏𝑎𝑦𝑎𝑟","ⓚⓐⓡⓔⓝⓐ 𝕤𝕒𝕪𝕒 𝕤𝕦𝕜𝕒 𝕞𝕖𝕝𝕚𝕙𝕒𝕥 𝕝𝕚𝕧𝕖 𝕟𝕪𝕒 𝕚𝕟𝕕𝕠𝕤𝕚𝕒𝕣 𝕕𝕒𝟟 | 𝑨𝒑𝒍𝒊𝒌𝒂𝒔𝒊 𝒚𝒂𝒏𝒈 𝒔𝒂𝒎𝒈𝒂𝒕 𝒃𝒂𝒈𝒖𝒔 𝒎𝒆𝒏𝒚𝒆𝒅𝒊𝒂𝒌𝒂𝒏 𝒇𝒊𝒍𝒎2 𝒚𝒂𝒏𝒈 𝒃𝒆𝒓𝒌𝒖𝒂𝒍𝒊𝒕𝒂𝒔 | 𝚒𝚢𝚊, 𝚌𝚘𝚌𝚘𝚔 𝚞𝚗𝚝𝚞𝚔 𝚝𝚘𝚗𝚝𝚘𝚗𝚊𝚗 𝚜𝚊𝚊𝚝 𝚋𝚎𝚛𝚒𝚜𝚝𝚒𝚛𝚊𝚑𝚊𝚝 𝚜𝚎𝚝𝚎𝚕𝚊𝚑 𝚋𝚎𝚛𝚊𝚔𝚝𝚒𝚟𝚒𝚝𝚊𝚜"
