topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
10,Sering Kebanyakan Terlalu,negatif,Masalah Stabilitas Aplikasi,Aplikasi sering mengalami error saat digunakan,APP_PERFORMANCE_ISSUE,286,1.75,1.21,38,"sering, kebanyakan, terlalu, update, pembaruan, error, terhenti, aplikasi, keseringan, banyak",sering error | sering error | Sering error
11,Jht Klaim Pencairan,negatif,Masalah Klaim JHT,Proses pengajuan klaim JHT sering gagal dan lambat,CLAIM_PROCESS_FAILURE,280,1.71,1.17,164,"jht, klaim, pencairan, proses, mau, lama, bsu, susah, claim, banget",klaim jht aja susah banget gak guna apk nya | eror terus ketika mau klaim JHT | proses lama selalu gagal padahal udah gak aktif tolong lah pengajuan klaim JHT online. hak kita bisa di cairkan
12,Sampah Tolol Aplikasi,negatif,Masalah Stabilitas Aplikasi,Aplikasi mengalami error teknis secara umum,APP_PERFORMANCE_ISSUE,253,1.55,1.06,128,"sampah, tolol, aplikasi, busuk, forclose, eror, rusak, malah, buruk, bagus",aplikasi eror | apk eror | aplikasi eror
13,Buruk Pelayanan Sangat,negatif,Kualitas Layanan Pengguna,Pelayanan digital dinilai lambat dan kurang memuaskan,SERVICE_QUALITY_ISSUE,121,0.74,1.11,18,"buruk, pelayanan, sangat, puas, memuaskan, respon, lambat, kurang, layanan, nya",pelayanan nya lambat | pelayanan lemot sangat buruk | buruk pelayananya
14,Mulu Update Updet,negatif,Masalah Pembaruan Aplikasi,Frekuensi pembaruan aplikasi yang terlalu sering,UPDATE_LOOP_ERROR,116,0.71,1.19,47,"mulu, update, updet, terus, terusan, menerus, sikit, mintak, abdet, sih","UPDATE MULU MIN | harus di update terus, | update mulu"
15,2026 Mei Tanggal,negatif,Stabilitas Aplikasi,Aplikasi tidak dapat dibuka dalam jangka waktu lama,APP_CRASH_STABILITY,112,0.68,1.27,18,"2026, mei, tanggal, sudah, bulan, minggu, hari, ini, 2025, bisa",aplikasi tidak bisa di buka sudah beberapa bulan | Udah berapa minggu aplikasi nya gak bisa dibuka | ini bagaimana sudah 2 bulan aplikasi ini tidak bisa di buka??????
16,Membantu Sangat Bermanfaat,negatif,Kepuasan Pengguna,Pengguna memberikan apresiasi positif terhadap manfaat aplikasi,POSITIVE_FEEDBACK,80,0.49,1.27,106,"membantu, sangat, bermanfaat, bagus, sekali, aplikasi, bukan, tapi, yang, ini",bagus juga ini apk sangat membantu | bagus sekali sangat membantu | bagus sangat membantu
17,Biometrik Foto Verifikasi,negatif,Verifikasi Identitas,Kegagalan proses verifikasi biometrik saat klaim JHT,BIOMETRIC_VERIFICATION_FAIL,74,0.45,1.09,68,"biometrik, foto, verifikasi, gagal, klaim, saja, saat, mau, kali, jht","ini gimana mau klaim jht susah amat foto biometrik tau"" sudah gagal 3 kali padahal sama sekali blum di coba tolong perbaiki... | mau pengkinian data ribet amat perasaan verifikasi biometrik dulu baik baik aja sekarang malah tidak berhasil 3 kali | Proses klaim lewat aplikasi ini makin di persulit tidak seperti dulu. Biometriknya gagal terus, padahal sudah ikuti sesuai tata caranya. Sampai kena blokir biometriknya."
-1,Keluar Bad Aplikasi,negatif,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,73,0.45,1.15,1,"keluar, bad, aplikasi, bintang, sendiri, digunakan, ecek, jmo, guna, terlalu",gmn ini aplikasi nya sampai skrg tidak bisa digunakan | terlalu rubet | aplikasi tertolol yg pernah ada
18,Jmo Saya Buka,negatif,Stabilitas Aplikasi,Aplikasi mengalami kendala saat proses pembukaan,APP_CRASH_STABILITY,66,0.4,1.2,10,"jmo, saya, buka, bisa, tidak, membal, negeri, di, kebuka, paswort",jmo tidak bisa d buka | jmo ga bisa di buka | jmo tidak bisa di buka
19,Force Close Closed,negatif,Stabilitas Aplikasi,Aplikasi tertutup secara otomatis saat digunakan,APP_FORCE_CLOSE,65,0.4,1.03,69,"force, close, closed, mulu, forceclose, audio, camerax, terus, bufferedaudiostream, dibuka",FORCE CLOSE MULU | force close mulu | force close Mulu
20,Pelayanan Sangat Agent,negatif,Layanan Pelanggan,Respon layanan pelanggan lambat dan kurang memuaskan,CUSTOMER_SERVICE_ISSUE,53,0.32,1.09,25,"pelayanan, sangat, agent, bot, buruk, kurang, layanan, wa, pengaduan, dengan","jmo pelayanan ga bagus aplikasi eror. ga di. perbaiki. | Kurang memuaskan dengan aduan online respon lama, call center ga bisa nyambung. | pelayanan sangat jelek, cs nya slowrespon apk banyak gangguan"
21,Jelas Pengaduan Tros,negatif,Kualitas Layanan,Ketidakpuasan umum terhadap performa aplikasi,GENERAL_DISSATISFACTION,52,0.32,1.04,12,"jelas, pengaduan, tros, upah, ruwet, gaji, tidak, laporan, akurat, yang",APLIKASI GAK JELAS | aplikasi gk jelas | Aplikasi ga jelas
22,Kepesertaan Memuat Data,negatif,Manajemen Data Kepesertaan,Data kepesertaan gagal dimuat atau tidak ditemukan,DATA_SYNC_ERROR,49,0.3,1.16,217,"kepesertaan, memuat, data, status, gagal, aktif, saya, temukan, ditemukan, tidak","ini aplikasi jmo kok makin gak jelas,di status kepesertaan saya gagal memuat data,seharusnya aktif,bisa di bantu | mau cek kepesertaan tpi datanya tidak ada, padahal udah di isi form ulang tulisannya udah terdaftar | saya sudah terdaftar dan sudah terbit kartunya,tetapi saat download aplikasi jmo tidak bisa masuk malah kepesertaan tidak terdaftar 🥲"
23,Berhenti Terus Menanggapi,negatif,Stabilitas Aplikasi,Aplikasi berhenti merespon saat proses login,APP_CRASH_STABILITY,39,0.24,1.18,2,"berhenti, terus, menanggapi, september, jmo, 2025, aplikasi, masuk, serius, tidak","ini kenapa sayaa masuk tidak bisa aplikasi berhenti terus dari kemarin | susah buat masuk jmo aplikasi berhenti terus kenapa ya ? | saya tidak bisa masuk ke aplikasi,aplikasi terus berhenti"
24,Dikit Update Pembaruan,negatif,Pembaruan Aplikasi,Frekuensi pembaruan aplikasi yang terlalu sering,UPDATE_FREQUENCY_ISSUE,33,0.2,1.24,45,"dikit, update, pembaruan, updte, masyarakat, meminta, anying, komentar, bentar, bapak",dikit dikit minta update trus | dikit dikit minta update | dikit dikit update
25,Lahir Tanggal Scroll,negatif,Pengalaman Pengguna,Kesulitan input tanggal lahir karena antarmuka tidak efisien,UI_UX_IMPROVEMENT,31,0.19,1.26,20,"lahir, tanggal, scroll, tahun, harus, umur, ngisi, buat, kalender, sampai","yang bikin aplikasi kok bodoh banget.mau daftar aja ngisi kolom tanggal lahir harus scroll pakai kalender ngga bisa langsung ketik.bayangin gua lahir tahun 1968 bisa habis 3 jam buat geser²in kalender doang.jaman udah modern bikin aplikasi ga pake otak | pertama coba login sdh bikin jengkel, ketika login pertama mengisi data diri. pas ngisi tanggal lahir default di tanggal hari ini dan tidak bisa langsung menentukan tahun, iya kalo umur 20 an enak...yg umur 50 tahun jarinya sampe lecet nggeser layar.... mbelgedesss.... | untuk memasukan tanggal lahir sangat merepotkan.... gak bisa langsung di ketik 😴 bayang kan umur di atas 30 tahun harus berapa kali klik ? setelah mendapat OTP lalu di masukan kembali ke awal... proyek pemerintah gak ada yang beres 😥 masih sama sampai sekarang."
26,Tiba Hilang Gbisa,negatif,Stabilitas Aplikasi,Aplikasi keluar sendiri dan data saldo tidak muncul,APP_CRASH_STABILITY,30,0.18,1.2,4,"tiba, hilang, gbisa, detik, diperbarui, aneh, kadang, ngbug, saldo, sendiri","aneh gbisa login, selalu keluar sendiri padahal sudah hapus aplikasi dan download lagi. | Suruh update tiba2 cek saldo jadi kosong,aneh juga | tiba2 error GK bisa di buka"
27,Indak Tifak Bisa,negatif,Stabilitas Aplikasi,Aplikasi mengalami kendala teknis dan tidak bisa dibuka,APP_CRASH_STABILITY,30,0.18,1.27,1,"indak, tifak, bisa, dibuka, terbuka, buka, cuman, cek, worthit, punyaan",apk rusak ndak bisa di buka | aplikasi ndak bisa dibuka..kluar terus | aplikasi ndak bisa di buka
28,Ra Ora Wae,negatif,Stabilitas Aplikasi,Kegagalan login dan aplikasi tertutup otomatis,APP_CRASH_STABILITY,24,0.15,1.12,1,"ra, ora, wae, gawe, iso, asu, seng, ditutul, po, bendal","ganti jmo kok malah ra'iso login, piye to kii, min. | jancukkkk.... gawe hp Xioami ra isok di buka FC terus.... bangsat.... asu.... | bar update malah ra iso login ki pie"
