topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
18,Tingkatkan Berfungsi Ditingkatkan,positif,Peningkatan Kualitas Layanan,Saran untuk terus meningkatkan kualitas pelayanan aplikasi,SYSTEM_IMPROVEMENT,316,0.52,4.85,74,"tingkatkan, berfungsi, ditingkatkan, pelayanan, lagi, terus, lebih, berjalan, ini, sejauh","tingkatkan lagi layanan nya | sangat membantu, tingkatkan lagi pelayanan | bagus tingkatkan pelayanan"
19,Alhamdulillah Bismillah Alhamdulilah,positif,Ulasan Positif Pengguna,Pengguna merasa puas dengan kelancaran proses aplikasi,POSITIVE_FEEDBACK,313,0.52,4.95,4,"alhamdulillah, bismillah, alhamdulilah, lancar, allah, allhamdulillah, proses, bismillahirrahmanirrahim, barakallah, bismilah",Alhamdulillah | Alhamdulillah | Alhamdulillah
20,Tua Hari Masa,positif,Manfaat Layanan Jaminan,Aplikasi membantu pengelolaan tabungan hari tua,FEATURE_BENEFIT,237,0.39,4.96,1,"tua, hari, masa, tabungan, depan, untuk, buat, pensiun, nanti, simpanan",sangat bermanfaat buat jaminan masa tua | sangat membantu untuk masa tua nanti | sangat membantu untuk tabungan di hari tua
21,Informasi Up Date,positif,Akses Informasi Layanan,Kemudahan mendapatkan informasi dan update data klaim,INFORMATION_ACCESS,123,0.2,4.84,1,"informasi, up, date, mengakses, mempermudah, memberikan, klaim, mendapatkan, mudah, proses",lebih mudah mendapatkan info | membantu LBH mudah update | lebih mudah mendapatkan informasi
22,Cek Saldo Sosial,positif,Akses Informasi Layanan,Kemudahan dalam melakukan pengecekan saldo jaminan,BALANCE_CHECK,107,0.18,4.88,3,"cek, saldo, sosial, bpjs, untuk, mempermudah, kesehatan, memudahkan, jaminan, bisa",memudahkan cek saldo | memudahkan cek saldo | memudahkan cek saldo
23,Goood Goof Go,positif,Ulasan Positif Pengguna,Apresiasi umum terhadap kinerja aplikasi,POSITIVE_FEEDBACK,58,0.1,4.91,0,"goood, goof, go, goooddd, goooood, job, goid, gooood, goooooood, godddddd",goood | goood | goood
24,Bintang Biar Berbicara,positif,Ulasan Positif Pengguna,Pengguna memberikan rating tinggi sebagai bentuk kepuasan,POSITIVE_FEEDBACK,44,0.07,4.98,0,"bintang, biar, berbicara, bicara, yang, hanya, biarkan, menjelaskan, kasih, keterlaluan",biar bintang yg berbicara | biar bintang yg berbicara | biar bintang yang berbicara
25,Easy Use Great,positif,Pengalaman Pengguna,Aplikasi dinilai mudah digunakan dan bermanfaat,USER_EXPERIENCE,40,0.07,4.8,2,"easy, use, great, and, all, you, helpful, for, we, tapi",Good and easy to use | good application. keep like that | good for all
26,Sae Alus Bin,positif,Masalah Akses Aplikasi,Kendala teknis saat membuka aplikasi,LOGIN_ERROR,20,0.03,4.85,0,"sae, alus, bin, teh, biken, entar, pisan, agellll, artos, ges",sae tenan 👍 | lae demas aplikasi de meu | ora kenek dibukak
27,Alhmdulillah Alhamdllah Alkhamdulillah,positif,Ulasan Positif Pengguna,Pengguna merasa terbantu dengan layanan aplikasi,POSITIVE_FEEDBACK,20,0.03,4.95,0,"alhmdulillah, alhamdllah, alkhamdulillah, alhmdullilah, warahmatullahi, alhamdlillah, assalamualaikum, hilang, kartu, alhmdlillah",alhamdlillah sangat membantu | saNgaT mEmBanTu aLHmDuLLILaH | alhmdullilah makasih bpjs
28,Penting Diperhatikan Bagiku,positif,Peningkatan Kualitas Layanan,Pentingnya pembaruan aplikasi secara berkala,SYSTEM_IMPROVEMENT,14,0.02,4.86,0,"penting, diperhatikan, bagiku, sangatlah, sangat, minggu, mulu, update, perbarui, masa",sangat penting | sangat penting | sangat penting
