comment_id,username,comment_text,like_count,reply_count,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob,business_category,sub_issue,ai_sentiment,post_id,video_id,video_desc,nickname,avatar,created_at,is_reply,parent_comment_id,confidence_level
7655626057009349383,univsiberasia,"Wah, ada mahasiswanya Pak Joko nih. Semangat selalu untuk Kakak yaa😊",0,0,10,Selalu Amin Semoga,0.8132123947143555,11,Terima Kasih Salam,0.7731512188911438,25,Semangat Wah Tetap,0.771072506904602,Apresiasi Konten,Dukungan dan doa baik dari audiens untuk UNSIA.,Positif,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-26 15:59:13,True,7.655313616019064e+18,High
7657152591726232338,smokinaftersad_,"hai kak, mau tanya untuk pengumuman hasil seleksi jalur pendaftaran beasiswa diumumkan kapan kak? soalnya saya cek selalu ""masih salam proses seleksi"" mohon pencerahannya 🙏🏻",0,0,1,Berapa Buka Kapan,0.771117091178894,6,Dibuka Saat Mahasiswa,0.7499824166297913,19,Jalur Konversi Melalui,0.7429587841033936,Pertanyaan Pendaftaran,Calon mahasiswa menanyakan jadwal dan prosedur pendaftaran.,Netral,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,rifqi maulana,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d15922f728a8987a07ff75e6bf03a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=781fc39d&x-expires=1782964800&x-signature=a66glDS3JrgXN%2B5ZUKojTpkhQoU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-30 18:42:56,False,,High
7655578756916151060,rumiiiiiiiiii20_,"Haii kak, apakah ada program studi pgsd kak?",1,1,0,Tidak Ada Jurusan,0.7942280769348145,1,Berapa Buka Kapan,0.7471497058868408,6,Dibuka Saat Mahasiswa,0.7339568138122559,Pertanyaan Program Studi,Calon mahasiswa menanyakan ketersediaan jurusan S1 dan S2.,Netral,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",rumiiiiiiii_,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/ff30fe93d35b7cac226f80a68dc31370~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=143e39c4&x-expires=1782964800&x-signature=GL5ZXlNz%2BCx5UPwSFBoEd1Ecank%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-26 12:55:43,False,,High
7656410701746160405,einaafets,"Hi kak, belum ada",0,0,8,Dm Admin Halo,0.8267547488212585,7,Daftar Aku Sudah,0.779747724533081,11,Terima Kasih Salam,0.7336419820785522,Layanan Pelanggan,Admin mengarahkan audiens untuk berkomunikasi melalui DM.,Netral,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",fanie,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/ed389061ee5fffc958172af9b96a4777~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=009aaad9&x-expires=1782964800&x-signature=0GqzbstVuTm6ArFO8592KBqbuX0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-28 18:44:12,True,7.655578756916151e+18,High
7654929379759391495,dheaa_107,semoga aku yg semester bisa selesai sampai wisuda 🥰🙏,0,1,10,Selalu Amin Semoga,0.7940528392791748,12,Umur Yang Semangat,0.7284980416297913,26,Bismillah Depan Bismillahirrahmanirrahim,0.6792113780975342,Apresiasi Konten,Dukungan dan doa baik dari audiens untuk UNSIA.,Positif,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",D€A♈ Zebua🇲🇾,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bea98075a249721233d7c04fdc4462d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5f310f49&x-expires=1782964800&x-signature=H66h%2BIoK%2FSOW2qP2Vq%2BsBmKnJv4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-24 18:55:42,False,,High
7655597644568396564,univsiberasia,"Wah , aamiin Kak. Semangat selalu untuk kuliahnya yaa🤗",1,0,10,Selalu Amin Semoga,0.8885650634765625,25,Semangat Wah Tetap,0.8130084276199341,11,Terima Kasih Salam,0.8005855083465576,Apresiasi Konten,Dukungan dan doa baik dari audiens untuk UNSIA.,Positif,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-26 14:09:12,True,7.654929379759392e+18,High
7652962772066796309,riko.noviantoro,Gagah liat Abang Dafi,3,0,2,Iya Kak Dong,0.6613175868988037,20,Betul Keren Banget,0.6579424738883972,26,Bismillah Depan Bismillahirrahmanirrahim,0.6201326251029968,Interaksi Umum,Respon konfirmasi atau persetujuan dari audiens.,Positif,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",Riko Noviantoro,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7323536345714917382~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ccd3546f&x-expires=1782964800&x-signature=YZK176wpUr4HkgUCyU75%2FZsI5j4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-19 11:44:33,False,,Medium
7652963474851414802,mahatir0809,min taun depan buka prodi pertanian donh,0,0,1,Berapa Buka Kapan,0.7358538508415222,0,Tidak Ada Jurusan,0.7925223112106323,5,Ada S2 Rpl,0.7589119076728821,Pertanyaan Pendaftaran,Calon mahasiswa menanyakan jadwal dan prosedur pendaftaran.,Netral,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",KAMARI By leci home,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4f669d8fd456c09316f546560cc71c02~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=86d6a75e&x-expires=1782964800&x-signature=XrArRSub9BRMF8Wj%2BfhEfwi%2B2Uw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-19 11:53:31,False,,High
7657152713642394386,smokinaftersad_,"hai kak, mau tanya untuk pengumuman hasil seleksi jalur pendaftaran beasiswa diumumkan kapan kak? soalnya saya cek selalu ""masih salam proses seleksi"" mohon pencerahannya 🙏🏻",0,0,1,Berapa Buka Kapan,0.771117091178894,6,Dibuka Saat Mahasiswa,0.7499824166297913,19,Jalur Konversi Melalui,0.7429587841033936,Pertanyaan Pendaftaran,Calon mahasiswa menanyakan jadwal dan prosedur pendaftaran.,Netral,7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",rifqi maulana,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d15922f728a8987a07ff75e6bf03a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=781fc39d&x-expires=1782964800&x-signature=a66glDS3JrgXN%2B5ZUKojTpkhQoU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-30 18:43:26,False,,High
7654923550213653255,dheaa_107,saya juga di dukung 100%oleh boss saya🥲,1,1,18,100 Universitas Siber,0.5650209188461304,10,Selalu Amin Semoga,0.6082413196563721,11,Terima Kasih Salam,0.5962175130844116,Informasi Pendaftaran,Promosi sistem pembelajaran online dan tautan pendaftaran resmi.,Positif,7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",D€A♈ Zebua🇲🇾,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bea98075a249721233d7c04fdc4462d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5f310f49&x-expires=1782964800&x-signature=H66h%2BIoK%2FSOW2qP2Vq%2BsBmKnJv4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-24 18:33:04,False,,Medium
7654956671412814612,dewi.absur,Kerenn kak,0,0,20,Betul Keren Banget,0.908494770526886,2,Iya Kak Dong,0.8215314149856567,11,Terima Kasih Salam,0.7772889137268066,Apresiasi Konten,Komentar positif audiens terhadap konten yang dibagikan.,Positif,7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",Dewi Absur,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4ddf175f1c4c722d87b070765d738b75~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=21426aa1&x-expires=1782964800&x-signature=B3hBBU8Ygs1A1nI%2BW96H%2Bm9xC3w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-24 20:41:47,True,7.654923550213654e+18,High
