post_id,video_id,video_desc,comment_id,username,nickname,avatar,comment_text,like_count,reply_count,created_at,is_reply,parent_comment_id
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7655626057009349383,univsiberasia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Wah, ada mahasiswanya Pak Joko nih. Semangat selalu untuk Kakak yaa😊",0,0,2026-06-26 15:59:13,True,7655313616019063560
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7657152591726232338,smokinaftersad_,rifqi maulana,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d15922f728a8987a07ff75e6bf03a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=781fc39d&x-expires=1782964800&x-signature=a66glDS3JrgXN%2B5ZUKojTpkhQoU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"hai kak, mau tanya untuk pengumuman hasil seleksi jalur pendaftaran beasiswa diumumkan kapan kak? soalnya saya cek selalu ""masih salam proses seleksi"" mohon pencerahannya 🙏🏻",0,0,2026-06-30 18:42:56,False,
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7655578756916151060,rumiiiiiiiiii20_,rumiiiiiiii_,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/ff30fe93d35b7cac226f80a68dc31370~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=143e39c4&x-expires=1782964800&x-signature=GL5ZXlNz%2BCx5UPwSFBoEd1Ecank%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Haii kak, apakah ada program studi pgsd kak?",1,1,2026-06-26 12:55:43,False,
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7656410701746160405,einaafets,fanie,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/ed389061ee5fffc958172af9b96a4777~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=009aaad9&x-expires=1782964800&x-signature=0GqzbstVuTm6ArFO8592KBqbuX0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Hi kak, belum ada",0,0,2026-06-28 18:44:12,True,7655578756916151060
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7654929379759391495,dheaa_107,D€A♈ Zebua🇲🇾,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bea98075a249721233d7c04fdc4462d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5f310f49&x-expires=1782964800&x-signature=H66h%2BIoK%2FSOW2qP2Vq%2BsBmKnJv4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,semoga aku yg semester bisa selesai sampai wisuda 🥰🙏,0,1,2026-06-24 18:55:42,False,
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7655597644568396564,univsiberasia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Wah , aamiin Kak. Semangat selalu untuk kuliahnya yaa🤗",1,0,2026-06-26 14:09:12,True,7654929379759391495
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7652962772066796309,riko.noviantoro,Riko Noviantoro,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7323536345714917382~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ccd3546f&x-expires=1782964800&x-signature=YZK176wpUr4HkgUCyU75%2FZsI5j4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Gagah liat Abang Dafi,3,0,2026-06-19 11:44:33,False,
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7652963474851414802,mahatir0809,KAMARI By leci home,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4f669d8fd456c09316f546560cc71c02~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=86d6a75e&x-expires=1782964800&x-signature=XrArRSub9BRMF8Wj%2BfhEfwi%2B2Uw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,min taun depan buka prodi pertanian donh,0,0,2026-06-19 11:53:31,False,
7652951775422532882,7652951775422532882,"Laki-laki tidak bercerita, tapi …. Kalau versi Sobat UNSIA apa? Yuk, tulis di kolom komentar jawabannya🤩 #fyp #wisudaunsia #kampusonline  created by Universitas Siber Asia with Fake Messiah’s suara asli - Fake Messiah",7657152713642394386,smokinaftersad_,rifqi maulana,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d15922f728a8987a07ff75e6bf03a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=781fc39d&x-expires=1782964800&x-signature=a66glDS3JrgXN%2B5ZUKojTpkhQoU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"hai kak, mau tanya untuk pengumuman hasil seleksi jalur pendaftaran beasiswa diumumkan kapan kak? soalnya saya cek selalu ""masih salam proses seleksi"" mohon pencerahannya 🙏🏻",0,0,2026-06-30 18:43:26,False,
7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7654923550213653255,dheaa_107,D€A♈ Zebua🇲🇾,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bea98075a249721233d7c04fdc4462d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5f310f49&x-expires=1782964800&x-signature=H66h%2BIoK%2FSOW2qP2Vq%2BsBmKnJv4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,saya juga di dukung 100%oleh boss saya🥲,1,1,2026-06-24 18:33:04,False,
7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7654956671412814612,dewi.absur,Dewi Absur,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4ddf175f1c4c722d87b070765d738b75~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=21426aa1&x-expires=1782964800&x-signature=B3hBBU8Ygs1A1nI%2BW96H%2Bm9xC3w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Kerenn kak,0,0,2026-06-24 20:41:47,True,7654923550213653255
7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7652265970035966740,dewi.absur,Dewi Absur,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4ddf175f1c4c722d87b070765d738b75~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=21426aa1&x-expires=1782964800&x-signature=B3hBBU8Ygs1A1nI%2BW96H%2Bm9xC3w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Bos sayaa😭😭😭 bos saya yg sangat mendukung penuh dari banyak hall,1,2,2026-06-17 14:40:30,False,
7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7652337096116192018,univsiberasia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Hi Kak Dewi, wahh boleh nih Kak ajak bosnya nanti pas wisuda🤩",0,0,2026-06-17 19:16:23,True,7652265970035966740
7652244835167898887,7652244835167898887,"Wisuda bukan hanya milik mahasiswa Ada Ayah dan Ibu yang telah menunggu momen ini selama bertahun-tahun. Momen melihatmu mengenakan toga, berjalan ke atas panggung, dan merayakan hasil perjuangan bersama. Karena ada rasa bangga yang tak bisa tergantikan oleh layar. Jika bisa hadir langsung, mengapa hanya menyaksikan dari kejauhan? #unsia #wisudaunsia #kampusonline  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7652341898615358229,dewi.absur,Dewi Absur,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4ddf175f1c4c722d87b070765d738b75~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=21426aa1&x-expires=1782964800&x-signature=B3hBBU8Ygs1A1nI%2BW96H%2Bm9xC3w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Pastiii , tapi nanti masih lamaaa baru juga maba😂😂",0,0,2026-06-17 19:35:09,True,7652265970035966740
7652962311929351442,7652962311929351442,Sobat UNSIA kira-kira tertarik dengan cara pembuatan aplikasi? 🧐 Seperti cocok nih dengan jurusan inii  #fyp #kampusonline #pilihjurusan  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7653817470851859221,arisianaon__,sinsin23,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d35752710213163a370549d9b9eff0ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1dc39eca&x-expires=1782964800&x-signature=XOTP%2B6z6qomY1loh91PNaaYQ%2FIo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"kaa, mau tanya2 biaya per smt nya kemana ya?",1,3,2026-06-21 19:01:01,False,
7652962311929351442,7652962311929351442,Sobat UNSIA kira-kira tertarik dengan cara pembuatan aplikasi? 🧐 Seperti cocok nih dengan jurusan inii  #fyp #kampusonline #pilihjurusan  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7654411010324824850,univsiberasia,Universitas Siber Asia,https://p19-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c05d3a90&x-expires=1782964800&x-signature=W4gAf9j3oiOuxsiEcb7j%2FGnPV8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Hi Kak, untuk UKT di UNSIA hanya 3jt lho persemester🤗",0,0,2026-06-23 09:24:12,True,7653817470851859221
