topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
10,Gara Mulu Tugas,negatif,Stabilitas Sistem dan Performa,Kegagalan sistem saat pengumpulan tugas dan error server,PERFORMANCE_BUG,38,3.35,1.13,17,"gara, mulu, tugas, aku, nilai, eror, ngerjain, ngumpul, universitas, muter","BENERIN SERVER NYA OIIII JANGAN UPDATE FITUR MULU.. NILAI UTS KU JADI CUMAN DAPAT RENDAH GARA GARA GAGAL FOKUS!!!! | Tugas tidak masuk pasal adlink eror mulu.. Gak kuat ambil jaringan kali ya | Gra2 apk nih..nilai sering nol,uh cape bljrr"
11,File Upload Bisa,negatif,Manajemen File dan Dokumen,Kendala unggah dan unduh file pada perangkat Android,FILE_MANAGEMENT_ERROR,36,3.17,1.31,52,"file, upload, bisa, tidak, android, download, semakin, di, rar, redmi","Habis pembaruan, edlink tidak bisa baca file di hp jadi ga bisa upload file | Tolong perbaiki untuk android 10 tidak bisa Download dan Upload File | kenapa tidak bisa upload file min. dan tidak kebaca semua file di saya"
12,Jaringan Bagus Loading,negatif,Stabilitas Sistem dan Performa,Aplikasi lambat dan gagal memuat data meski jaringan stabil,PERFORMANCE_BUG,31,2.73,1.19,40,"jaringan, bagus, loading, internet, lancar, padahal, sinyal, wifi, aman, tetap","Aplikasi nya jelek 🤧 susah masuk pdhal jaringan baguss 🤦 | ini servernya yg eror atau bagaimana? pas buka aplikasi loading mulu. katanya gk ada jaringan padahal buat buka aplikasi seperti google classroom, zoom, dll aman aman aja. | LEMOT AMAT SIH APLIKASI, JARINGAN BAGUS KOK NGADAT APLIKASI NYA."
13,Bisa Login Dapat,negatif,Akses Akun dan Login,Kesulitan pengguna untuk masuk ke dalam aplikasi,LOGIN_ERROR,29,2.56,1.1,5,"bisa, login, dapat, tidak, akses, enggak, susah, unduh, masuk, noob",tidak bisa login | Aplikasinya gak bisa dibuka | Gabisa login
14,Update Makin Optimal,negatif,Stabilitas Sistem dan Performa,Penurunan kinerja aplikasi setelah pembaruan sistem,UPDATE_ISSUE,27,2.38,1.15,19,"update, makin, optimal, rusak, setelah, di, dikit, melalui, tambah, aplikasi","Setelah update jadi eror | Setelah di update,kinerja apknya malah menurun👎 | Setelah update jadi ga jelas"
15,Absen Qr Scan,negatif,Fitur Presensi dan Absensi,Kendala teknis kamera saat memindai kode QR absensi,PRESENSI_BUG,23,2.03,1.43,62,"absen, qr, scan, fitur, presensi, buram, kamera, tambahkan, zoom, saya","Saya sedikit curhat, Waktu dikampus saya Ada absen pakai Code QR, cuman Pas saya arahin Kamera ke codenya malah Buram alias tidak bisa scan ,hal hasil saya sendiri Ga bisa absen Tolong Solusinya😭 | Tolong dong untuk presensi buat ambil kode barcode lewat foto yang tersimpan saya kalau tidak ada fitur itu jadi kesulitan karena hp saya 1 dan keadaannya saya sedang sendirian di jalan tolong buat fitur itu | Mohon maaf kenapa ya setiap saya buka apk edlink sinyal di HP saya seketika langsung menghilang padahal buka apk lain seperti youtube atau IG baik baik saja sinyalnya dan stabil, edlink juga terlalu loading lama untuk buka absensi barcode terus terkadang untuk buka file di edlink tidak bisa padahal itu hanya file PDF."
16,Sering Log Out,negatif,Stabilitas Sistem dan Performa,Aplikasi sering mengalami error secara tiba-tiba,PERFORMANCE_BUG,22,1.94,1.09,20,"sering, log, out, error, down, sendiri, wajah, akun, scan, zoom",Sering error | Sering eror | Aplikasi sering error'
17,Barcode Scan Bugnya,negatif,Fitur Presensi dan Absensi,Kegagalan fungsi pemindaian kode QR untuk absensi,PRESENSI_BUG,19,1.67,1.16,1,"barcode, scan, bugnya, qr, absen, dunlut, galeri, bisa, valid, tidak",Buat scan barcode absen ga bisa sama sekali | Gak bisa scan qr absen | Tidak bisa scan QR code
19,Banget Buruk Kacau,negatif,Pengalaman Pengguna,Ulasan umum mengenai kualitas aplikasi,GENERAL_FEEDBACK,18,1.59,1.17,13,"banget, buruk, kacau, pindah, pengin, keren, menghambat, apa, tahu, sistem",Jelek bettt | Jelek banget | Keren banget
18,Notif Notifikasi Ada,negatif,Fitur Notifikasi,Notifikasi tidak muncul menyebabkan keterlambatan pengumpulan tugas,NOTIFICATION_ERROR,18,1.59,1.17,16,"notif, notifikasi, ada, sering, ketinggalan, dibaca, deatline, tolong, mahasiswa, merugikan","setelah update tidak ada notif, saya jadi terlewat tugas dan di DO | Terlalu sering kesalahan server tolong fix, saya sampe gk tau samsek ada tugas dan notifnya gk ada, udh kelewat deadline lagi | aplikasi gajelas, notifikasisekarang sering tidak masuk sehingga saya banyak ketinggalan tugas dan quiz"
21,Kesalahan Server Terjadi,negatif,Stabilitas Sistem,Kesalahan server saat login dan akses sistem,SERVER_ERROR,16,1.41,1.31,21,"kesalahan, server, terjadi, pada, perbaiki, setiap, saat, login, tolong, dibuka","tolong perbaiki apk setiap kali saya buka selalu terjadi kesalahan pada server | Akun saya keluar sendiri , saat coba masuk dengan siakad muncul pesan terjadi kesalahan pada sistem ,tolong di perbaiki | Setiap ingin daftar siakad selalu kesalahan server tolong perbaiki lagi aplikasi"
20,Curang Kampus Deteksi,negatif,Integritas Data Akademik,Ketidaksesuaian data nilai dan sistem kampus,DATA_INCONSISTENCY,16,1.41,1.06,30,"curang, kampus, deteksi, usah, layar, ke, saja, sama, memudahkan, yang","Apaan nilai di web kampus sama edlink beda jauh, gak ada ya di web kampus mengulang matkul eh ini nilainya malah anjlok, data nya yang bener dong. Mendingan gak usah pake aplikasi ini gak bener datanya, bikin emosi aja liatnya | Ampas, dosen buta mahasiswa , melek kalok soal bayar dasar USB USB, FITUR GA ADA GA KEK siakad cloud yg lama... | Ngapa dah kampus gue kerjasama sama ini aplikasi nyusahin doang sistemnya belum siap datanya gak cocok mau bayar ukt ribet banget, aplikasi nyusahin"
22,Lelet Akhir Banget,negatif,Performa Aplikasi,Aplikasi berjalan lambat dan sering error,PERFORMANCE_ISSUE,15,1.32,1.13,14,"lelet, akhir, banget, error, yt, sambungan, abiezz, burukkkk, jayaaaaa, klarifikasinyaaaaa","Server y lelet | Lelet banget | suka error,.. lelet"
23,Profil Foto Berhenti,negatif,Fungsionalitas Aplikasi,Kegagalan ganti foto profil dan aplikasi tertutup otomatis,APP_FUNCTIONALITY,14,1.23,1.21,3,"profil, foto, berhenti, ganti, mengganti, terhenti, edlink, setiap, login, kagak",saya tidak bisa mengganti foto Profil di Edlink | EdLink saya tidak bisa login/ dibuka | Tidak bisa login stiap kali login edlink berhenti sendiri
24,Sehingga Kurang Membuat,negatif,Pengalaman Pengguna,Aplikasi tidak efektif dan menyebabkan perangkat error,USER_EXPERIENCE,12,1.06,1.17,4,"sehingga, kurang, membuat, karena, efektif, sering, aplikasi, sangat, dengan, dan","Aplikasi'a kurang efektif Krena sering eror | Perbaharui aplikasinya karena server sering down. Sangat tidak membuat nyaman | Aplikasi kurang membantu, updead teruss sehingga membuat hp error dan tidak kondusif"
25,Terus Kadang Menerus,negatif,Manajemen Pembaruan,Permintaan update aplikasi yang terlalu sering dan error,UPDATE_ISSUE,11,0.97,1.36,1,"terus, kadang, menerus, semenjak, update, susah, nge, mana, error, lagi","Sering Error,trus minta update terus | Update mulu garing, mana sering nge down, kadang banyak error.. Ayo lah lebih baik lagi. | Semenjak di upgrade jadi makin susah dan selalu minta diUpgrade terus menerus 👎"
26,Close Force Versi,negatif,Stabilitas Sistem,Aplikasi sering tertutup paksa (force close),APP_CRASH,10,0.88,1.2,8,"close, force, versi, terus, update, terusan, antara, web, informasi, berita",Force close terus | Error terus | Update terus terusan
-1,Detailnya Memperbarui Kountol,negatif,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,9,0.79,1.11,0,"detailnya, memperbarui, kountol, rodo, pakei, kelasku, iki, hh, hawcz, embuh",koin sekarang tidak bisa di claim lagi | Saya tidak ada detailnya | Tak jelas anj
27,Info Pembayaran Jatuh,negatif,Sistem Pembayaran,Kendala pembayaran tagihan dan notifikasi pembayaran,PAYMENT_ISSUE,9,0.79,1.0,22,"info, pembayaran, jatuh, tempo, bayaran, tagihan, satu, ada, kalau, membayar","aplikasi makin aneh, mau bayar lewat mandiri pun gak bisa, pass di TF muncul tulisan, maaf rekening ini tidak di temukan, trus satu lagi, kok tagihan SPP jadi doubel, padahal pas liat beberapa hari yang lalu gak gitu, kalo satunya buat semseter 4 sangat tidak logis, baru aja masuk semseter 3 masa udah ada tagihan semester 4 | Harusnya yaaa setelah pemeliharaan sistem ituuu, aplikasinya semakin bagus tapi ini enggak Malah ngedown dan error' yang merugikan penggunanya Udah mbayar tagihan sesuai yang ditentukan dan nomer tujuan pengiriman juga benar tapi di aplikasi malah ga ke detect Ini gimana yaaa sistemnya, kalau bisa bikin aplikasi jangan merugikan penggunanya | Tolong dong kalo ada info bayaran jangan diadain menjelang akhir jadwal pembayaran mana ngga ada notifikasinya lg tolong dong kalo ada info bayaran gt adain di notifikasi jangan malah setelah bayar baru ada notifnya kan saya jadi bolak-balik cek ada ngga nih bayaran jadi agak ribet saya"
28,Terlalu Cepat Update,negatif,Manajemen Pembaruan,Frekuensi pembaruan aplikasi yang terlalu sering,UPDATE_ISSUE,9,0.79,1.33,3,"terlalu, cepat, update, sering, banyak, penampilan, konsisten, ferporma, news, terlau",Terlalu sering update | Terlalu sering update payah | Terlalu sering upgrade
