Topic,Count,Name,Representation,Representative_Docs,label_manual
9,602,9_aplikasi_uninstall_uninstal_download,"['aplikasi', 'uninstall', 'uninstal', 'download', 'banyak', 'ini', 'jangan', 'tidak', 'auto', 'saja']","['aplikasi tidak bagus jangan di download', 'aplikasi ini banyak iklan buruk', 'sudah menonton pakai kuota masih saja di suruh bayar buat berlangganan auto uninstal aplikasi nya']",Aplikasi Uninstall Uninstal
10,504,10_login_pakai_nomor_hp,"['login', 'pakai', 'nomor', 'hp', 'pulsa', 'bisa', 'no', 'tidak', 'saya', 'kenapa']","['kenapa tidak bisa login pakai nomor hp harus pakai email', 'sudah beli paket login dari nomor hp sekarang enggak bisa login pakai nomor hp dipaksa login pakai email', 'masa tidak bisa login pakai nomor hp padahal sudah beli paket langganan aplikasi vidio']",Login Pakai Nomor
11,467,11_ngelag_mulu_ngeleg_lag,"['ngelag', 'mulu', 'ngeleg', 'lag', 'gangguan', 'nge', 'error', 'terus', 'eror', 'aplikasi']","['ngelag mulu', 'ngelag mulu', 'ngelag mulu']",Ngelag Mulu Ngeleg
12,356,12_banget_loading_banyak_iklannya,"['banget', 'loading', 'banyak', 'iklannya', 'iklan', 'lama', 'nya', 'lambat', 'aplikasi', 'lagi']","['banyak banget iklan nya', 'iklan nya banyak banget', 'banyak banget iklan nya']",Banget Loading Banyak
13,335,13_pembayaran_voucher_otomatis_metode,"['pembayaran', 'voucher', 'otomatis', 'metode', 'persetujuan', 'potong', 'kode', 'saya', 'tidak', 'tanpa']","['aplikasi enggak jelas pembayaran otomatis tanpa persetujuan transaksi', 'pembayaran tidak bisa', 'tidak bisa berlangganan pembayaran tidak bisa']",Pembayaran Voucher Otomatis
14,243,14_buruk_mengecewakan_banget_sangat,"['buruk', 'mengecewakan', 'banget', 'sangat', 'putus', 'aplikasi', 'tidak', 'sekali', 'ih', 'sudah']","['buruk banget', 'buruk banget', 'buruk banget']",Buruk Mengecewakan Banget
15,234,15_bug_error_sering_buffering,"['bug', 'error', 'sering', 'buffering', 'banyak', 'eror', 'terus', 'nya', 'aplikasi', 'tidak']","['bug bug bug banyak', 'sering bug', 'aplikasi nya sering bug']",Bug Error Sering
16,222,16_serie_piala_dunia_liga,"['serie', 'piala', 'dunia', 'liga', 'macet', 'italia', 'siaran', 'ada', 'tidak', 'menonton']","['tidak ada piala dunia parah', 'liga serie a sudah tidak live di vidio ya', 'buruk tidak bisa menonton piala dunia']",Serie Piala Dunia
17,214,17_kebanyakan_iklan_iklannya_menonton,"['kebanyakan', 'iklan', 'iklannya', 'menonton', 'nya', 'aplikasi', 'dan', 'yang', 'buruk', 'juga']","['kebanyakan iklan', 'kebanyakan iklan', 'kebanyakan iklan']",Kebanyakan Iklan Iklannya
18,124,18_jelas_black_screen_enggak,"['jelas', 'black', 'screen', 'enggak', 'aplikasih', 'tidak', 'adminnya', 'aplikasi', 'sport', 'gold']","['aplikasi tidak jelas', 'aplikasi tidak jelas', 'aplikasi tidak jelas']",Jelas Black Screen
19,122,19_ok_keren_lumayan_mantap,"['ok', 'keren', 'lumayan', 'mantap', 'bagus', 'semoga', 'aku', 'wow', 'ini', 'untuk']","['ok', 'ok', 'ok']",Ok Keren Lumayan
20,96,20_suka_sendiri_mundur_ngelag,"['suka', 'sendiri', 'mundur', 'ngelag', 'keluar', 'jelas', 'aplikasinya', 'ngebug', 'error', 'kadang']","['tidak suka', 'suka', 'suka']",Suka Sendiri Mundur
21,81,21_coba_dulu_uji_lagi,"['coba', 'dulu', 'uji', 'lagi', 'bisa', 'sudah', 'di', 'saja', 'tidak', 'ya']","['coba dulu', 'coba dulu', 'coba coba']",Coba Dulu Uji
22,73,22_makin_kesini_semakin_buruk,"['makin', 'kesini', 'semakin', 'buruk', 'banyak', 'kesana', 'tidak', 'dulu', 'iklannya', 'lama']","['makin kesini makin tidak jelas', 'makin kesini makin buruk vidio', 'makin kesini makin buruk']",Makin Kesini Semakin
23,50,23_wae_kudu_opo_kuning,"['wae', 'kudu', 'opo', 'kuning', 'koret', 'mayar', 'koyok', 'iklane', 'akeh', 'celeng']","['vidio goblok pekok seng gawe iklane koyok celeng aplikasi sampah tolol filem koyok celeng sono iklan menonton rak nyaman pekok tolol', 'aplikasi goblog kudu wae bayar tolol', 'koret monyt kudu mayar wae cuman neleu vidio ge']",Wae Kudu Opo
24,48,24_denda_bapuk_taii_memuat,"['denda', 'bapuk', 'taii', 'memuat', 'batasi', 'kena', 'suka', 'gagal', 'hahaha', 'tahi']","['takut kena hak siar nanti di denda stop dulu deh langganannya', 'bapuk suka lag mahal lagi', 'fak lah denda denda']",Denda Bapuk Taii
25,42,25_the_this_application_not,"['the', 'this', 'application', 'not', 'is', 'good', 'ads', 'and', 'you', 'for']","['is this an application for watching films orang an application for watching advertisements the feeling is that every 5 minutes of advertising there aren t even 5 minutes of boring advertising', 'i no longer subscribe tapi this application and chose tapi subscribe tapi the netflix application ini this application the video buffering process takes a long time the content references di not match the content i have watched before and this application no longer provides benefits for me', 'i decided not tapi subscribe this application again i switched tapi the viu application this application still has advertisements when watching the fee has been cut for next month even though itu si not yet updating the latest content takes a long time']",The This Application
26,31,26_hu_cc_mi_cv,"['hu', 'cc', 'mi', 'cv', 'aa', 'jj', 'nn', 'mm', 'gue', 'on']","['pp tuh e sama xx saja all too cc f cc bb jj is ii ki huoo nik gun kakak ujuujijjjjn nn jj ini jj jun ijjijijujú88i saja jun l jl pinjh u3o vvv', 'bf cibubur sukses ya bu hu bh hu hu hu h bh lu hu hu hu hu hu hu hu hu hu hucetak 6667', 'nn vc fc sih cc cc cv fcftg yang tidak cc cc f cc min ini cf mi cc ggrcc vcd yang cv fc cg yang enggak ccc t vcdc cv gb cv ftgc cf v tt cc mi zee vrxr zec cc tidak b vhyhh yy v yang h bb enggak h6 tidak we v di cc ya cv cv by f cdr eee e mi ddr ram v gr tidur di t free tidak hz dari reset ggg kok ddr t begitu h dari t free yang mi tahu kok tidur ddr tidak fc sih eeee v crnnnn bbm vice mi terry n bbb hubungan hhehehe h kakak tidak eee juga tg']",Hu Cc Mi
27,12,27_𝒏𝒚𝒂_𝒅𝒊_𝑛𝑦𝑎_𝑖𝑘𝑙𝑎𝑛,"['𝒏𝒚𝒂', '𝒅𝒊', '𝑛𝑦𝑎', '𝑖𝑘𝑙𝑎𝑛', '𝚝𝚒𝚍𝚊𝚔', '𝒖𝒏𝒅𝒖𝒉', '𝑑𝑖𝑘𝑖𝑡2', '𝒂𝒌𝒖', '𝚋𝚊𝚐𝚞𝚜', '𝒌𝒂𝒍𝒘']","['𝚜𝚞𝚖𝚙𝚊𝚑 𝚊𝚔𝚞 𝚋𝚗𝚌𝚒 𝚋𝚗𝚐𝚊𝚝 𝚜𝚖𝚊 𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚒𝚗𝚒 𝚢𝚐 𝚊𝚍𝚊 𝚋𝚊𝚐𝚞𝚜²𝚗𝚢𝚊 𝚍𝚛𝚒 𝚊𝚠𝚊𝚕 𝚔𝚗𝚙𝚊 𝚜𝚔𝚊𝚛𝚊𝚗𝚐 𝚍𝚒 𝚙𝚎𝚛𝚜𝚞𝚕𝚒𝚝 𝚋𝚞𝚊𝚝 𝚗𝚘𝚗𝚝𝚘𝚗 𝚔𝚗𝚙𝚊 𝚑𝚊𝚛𝚞𝚜 𝚋𝚛𝚕𝚊𝚗𝚐𝚊𝚗𝚊𝚗 𝚍𝚕𝚞 𝚌𝚘𝚋𝚊 𝚊𝚑𝚑𝚑𝚑', '𝑀𝑜ℎ𝑜𝑛 𝑑𝑖 𝑝𝑒𝑟𝑏𝑎𝑖𝑘𝑖 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖𝑛𝑦𝑎 𝑖𝑘𝑙𝑎𝑛 𝑡𝑒𝑟𝑙𝑎𝑙𝑢 𝑙𝑎𝑚𝑎 𝑑𝑎𝑛 𝑏𝑖𝑘𝑖𝑛 𝑒𝑚𝑜𝑠𝑖 𝑛𝑛𝑡𝑜𝑛 𝑛𝑦𝑎 𝑑𝑖𝑘𝑖𝑡2 𝑖𝑘𝑙𝑎𝑛 𝑑𝑖𝑘𝑖𝑡2 𝑖𝑘𝑙𝑎𝑛 𝑚𝑎𝑛𝑎 𝑑𝑢𝑟𝑎𝑠𝑖 𝑛𝑦𝑎 𝑠𝑎𝑚𝑝𝑎𝑖 50 𝑚𝑒𝑛𝑖𝑡 𝑙𝑎𝑔𝑖 𝑚𝑜ℎ𝑜𝑛 𝑝𝑒𝑟𝑏𝑎𝑖𝑘𝑖 𝑦𝑎 𝑘𝑙𝑜 𝑡𝑖𝑑𝑎𝑘 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑛𝑦𝑎 𝑘𝑢 ℎ𝑎𝑝𝑢𝑠', '𝑵𝒈𝒈𝒂 𝒃𝒊𝒔𝒂 𝒅𝒊 𝒖𝒏𝒅𝒖𝒉 𝒗𝒊𝒅𝒆𝒐𝒏𝒚𝒂 𝒌𝒂𝒍𝒘 𝒎𝒂𝒖 𝒅𝒊 𝒖𝒏𝒅𝒖𝒉 𝒉𝒂𝒓𝒖𝒔 𝒃𝒆𝒓𝒍𝒂𝒏𝒈𝒈𝒂𝒏𝒂𝒏 𝒅𝒖𝒍𝒖 𝒌𝒆 𝒃𝒆𝒓𝒃𝒂𝒚𝒂𝒓 𝒃𝒖𝒂𝒕 𝒂𝒑𝒂 𝒂𝒅𝒂 𝒇𝒊𝒕𝒖𝒓 𝒖𝒏𝒅𝒖𝒉 𝒏𝒚𝒂 𝒌𝒂𝒍𝒘 𝒅𝒊 𝒉𝒂𝒓𝒖𝒔𝒌𝒂𝒏 𝒃𝒆𝒓𝒍𝒂𝒏𝒈𝒈𝒂𝒏𝒂𝒏 𝒏𝒈𝒈𝒂 𝒋𝒂𝒅𝒊 𝒂𝒌𝒖 𝒑𝒂𝒌𝒂𝒊 𝒂𝒑𝒍𝒊𝒍𝒂𝒔𝒊 𝒊𝒏𝒊 𝒂𝒌𝒖 𝒖𝒏𝒊𝒏𝒔𝒕𝒂𝒍 𝒍𝒂𝒈𝒊']",𝒏𝒚𝒂 𝒅𝒊 𝑛𝑦𝑎
28,11,28_adilllllll_aplikasiiiii_maaaahhaaalll_mahaaaallll,"['adilllllll', 'aplikasiiiii', 'maaaahhaaalll', 'mahaaaallll', 'mahaaaaalllll', 'mahaaaalllllllllll', 'mahallll', 'jelekkkkm', 'kontllllll', 'ngedebit']","['iklan anda kayak kontolllll mengangggu', 'aplikasi tidak baik tiba tiba ngedebit tidak jelas nyeselllllll pollllll', 'nyeselllll memang gua instal nih aplikasiiiii jelekkkkm']",Adilllllll Aplikasiiiii Maaaahhaaalll
