topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
10,Login Pakai Nomor,negatif,Login,Tidak dapat login pakai nomor HP,LOGIN_ERROR,504,2.62,1.17,1596,"login, pakai, nomor, hp, pulsa, bisa, no, tidak, saya, kenapa","saya bayar pake pulsa, ko aplikasi nya ga bisa ditonton | saya udah beli pekat langganan di XL dengan no XL tapi kenapa gak bisa login malah disuruh login pake gmail rugi saya beli tapi gak bisa login | apk tolol ,saya udah beli premium login lewat no hp ga bisa ."
11,Ngelag Mulu Ngeleg,negatif,Kinerja Aplikasi,Lag dan error terus-menerus,PERFORMANCE,467,2.43,1.13,200,"ngelag, mulu, ngeleg, lag, gangguan, nge, error, terus, eror, aplikasi",aplikasinya ngelag mulu | Lag mulu..parah | Nge bug mulu
12,Banget Loading Banyak,negatif,Iklan Lambat,Iklan loading lama mengganggu,ADS_LOADING,356,1.85,1.21,874,"banget, loading, banyak, iklannya, iklan, lama, nya, lambat, aplikasi, lagi",Iklan nya bnyak bnget jdi ganggu aja | banyak banget iklan Nya gak kepake apk banyak iklan | lama banget iklan nya parah
13,Pembayaran Voucher Otomatis,negatif,Pembayaran Otomatis,Tagihan otomatis tanpa persetujuan,AUTO_PAYMENT,335,1.74,1.15,794,"pembayaran, voucher, otomatis, metode, persetujuan, potong, kode, saya, tidak, tanpa","Udah beli vouchernya tpi ga bsa redeem kode,ngeselin uang mealayang ga jelas | Aplikasi ngga jelas, saya tidak pernah menyetujui pembayaran otomatis, saat pembelian paket, tp tau tau saldo dana saya hilang, | Minus klo sekali berlangganan harus di berhentikan manual jadinya saldo dana otomatis kesedot tanpa persetujuan"
14,Buruk Mengecewakan Banget,negatif,Kepuasan Pengguna,Pengalaman buruk aplikasi,USER_DISSATISFACTION,243,1.26,1.07,381,"buruk, mengecewakan, banget, sangat, putus, aplikasi, tidak, sekali, ih, sudah","apknya jelek bgt? | Aplikasi ini buruk banget,baru nonton udah banyak iklannya,terus harus premium,nyesel banget udah download aplikasi | Buruk abis beli paket gak bisa keputar vidio nya kecewa banget.sumpah buruk banget"
15,Bug Error Sering,negatif,Kinerja Aplikasi,Sering error dan buffering,APP_CRASH,234,1.22,1.18,256,"bug, error, sering, buffering, banyak, eror, terus, nya, aplikasi, tidak",sering error live streamingnya | apk nya sering bug | Aplikasi sering eror
16,Serie Piala Dunia,negatif,Konten Siaran,Tidak tersedia liga atau seri,CONTENT_UNAVAILABLE,222,1.16,1.16,644,"serie, piala, dunia, liga, macet, italia, siaran, ada, tidak, menonton","Gamanaini bos langganan mau nonton serie A di info paketnya ada tapi siarannya ga ada aneh makin kesini | udah langganan paket yang ada liga belanda nya eh gabisa ditonton, malah diarahin nnton serie a, aplikasi nipu!!! | Parah gak bisa nonton kualifikasi piala dunia live komentator doang GK guna"
17,Kebanyakan Iklan Iklannya,negatif,Iklan,Terlalu banyak iklan,ADS_OVERLOAD,214,1.11,1.14,108,"kebanyakan, iklan, iklannya, menonton, nya, aplikasi, dan, yang, buruk, juga",kebanyakan iklan | kebanyakan iklan | kebanyakan iklan
18,Jelas Black Screen,negatif,Tampilan,Layar hitam/blank,BLACK_SCREEN,124,0.65,1.09,593,"jelas, black, screen, enggak, aplikasih, tidak, adminnya, aplikasi, sport, gold",Aplikasi gak jelas banget... | Apk gajelas | Aplikasi ngk jelas
19,Ok Keren Lumayan,negatif,Umum Positif,Ulasan netral atau pujian,POSITIVE_FEEDBACK,122,0.63,1.29,71,"ok, keren, lumayan, mantap, bagus, semoga, aku, wow, ini, untuk",ok jg | kerennn | Kerreeen..👍👍👍
-1,Sepotong Aplikasi Gabut,negatif,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,106,0.55,1.18,5,"sepotong, aplikasi, gabut, sendiri, ikln, apa, jelas, tidak, sama, keluar",sering tertekan kepemilihan topik padahal tdk ada masalah apa apa | ga bisa paketkan terus | menyedihkannn
20,Suka Sendiri Mundur,negatif,Kinerja Aplikasi,Error dan lag saat menonton,APP_ERROR,96,0.5,1.25,66,"suka, sendiri, mundur, ngelag, keluar, jelas, aplikasinya, ngebug, error, kadang",suka error apk video nya | Suka error ga jelas | Iklannya gk suka bgt
21,Coba Dulu Uji,negatif,Pengalaman Baru,Masalah saat pertama kali pakai,FIRST_TIME_ISSUE,81,0.42,1.32,45,"coba, dulu, uji, lagi, bisa, sudah, di, saja, tidak, ya",Apaan nih App orang sudah langganan Premium malah.. tidak Masuk dan tonton coba lagi coba lagi muluh ... Gak jelas ini App | Baru download coba dulu | Saya kasi bintang 1 duluh baru coba aplikasi ini
22,Makin Kesini Semakin,negatif,Iklan,"Iklan meningkat, kualitas turun",ADS_INCREASE,73,0.38,1.15,115,"makin, kesini, semakin, buruk, banyak, kesana, tidak, dulu, iklannya, lama","Makin lma makin jelek. Iklannya bnyk bgt. | Makin kesini, makin gk jelas.. iklan keterlaluan byk kali. | Makin kesini makin buat muak aplikasinya.. udh jelas berlangganan tapi tiap mau nonton live streaming disuruh beli paket lg."
23,Wae Kudu Opo,negatif,Pembayaran Langganan,Keluhan biaya paket langganan,SUBSCRIPTION_COST,50,0.26,1.1,4,"wae, kudu, opo, kuning, koret, mayar, koyok, iklane, akeh, celeng","rudet kudu meli paket nyaho ker hese duit | langganan premium e kelarangen min, aku kate ndelok bal bal an maleh males | Sagala di duitkeun rek nonton ge ripuh"
24,Denda Bapuk Taii,negatif,Iklan,Iklan berlebihan/menyebalkan,ADS_SPAM,48,0.25,1.08,8,"denda, bapuk, taii, memuat, batasi, kena, suka, gagal, hahaha, tahi",jelek banyakin aja iklan partainya hahaha lawak | APLIKASII GAKKK GUNAAAA | Bapuk suka lag mahal lagi
25,The This Application,negatif,Umum Negatif,"Tidak direkomendasikan, banyak iklan",NEGATIVE_FEEDBACK,42,0.22,1.19,23,"the, this, application, not, is, good, ads, and, you, for","Embarrassing, i dont like this app tbh | Not recommended, just delete yours | too many ads"
26,Hu Cc Mi,negatif,Tidak Relevan,Ulasan tidak dapat dipahami,NOISE,31,0.16,1.52,6,"hu, cc, mi, cv, aa, jj, nn, mm, gue, on","oommxd yang x l kk t uf gigh kv. 39 | Bxvv Pi DDN sxx CCD xxsxs ci t,oqbb hu bi bill bbh viii jika Goo hp mar mo NIP bos BBM mmBeepp maauu Mie hompimpa level 2, mie gacoan level 2, udah keju 1 | n u vZdx tv di. bidang ku coba. . E tee tr e."
27,𝒏𝒚𝒂 𝒅𝒊 𝑛𝑦𝑎,negatif,Tidak Relevan,Ulasan tidak jelas,NOISE,12,0.06,1.17,5,"𝒏𝒚𝒂, 𝒅𝒊, 𝑛𝑦𝑎, 𝑖𝑘𝑙𝑎𝑛, 𝚝𝚒𝚍𝚊𝚔, 𝒖𝒏𝒅𝒖𝒉, 𝑑𝑖𝑘𝑖𝑡2, 𝒂𝒌𝒖, 𝚋𝚊𝚐𝚞𝚜, 𝒌𝒂𝒍𝒘",𝙜𝙖𝙠 𝙟𝙚𝙡𝙖𝙨 𝙪𝙙𝙖𝙝 𝙗𝙚𝙡𝙞 𝙥𝙖𝙠𝙚𝙩 𝙥𝙧𝙚𝙢𝙞𝙚𝙧 𝙩𝙖𝙥𝙞 𝙩𝙚𝙩𝙖𝙥 𝙜𝙖𝙠 𝙗𝙞𝙨𝙖 𝙣𝙤𝙣𝙩𝙤𝙣 👎 | 𝑩𝒂𝒏𝒚𝒂𝒌𝒂𝒏 𝒍𝒐𝒅𝒊𝒏𝒈 𝒏𝒚𝒂 𝒑𝒂𝒔 𝒍𝒂𝒈𝒊 𝒏𝒏𝒕𝒐𝒏 𝒇𝒊𝒍𝒎 𝒏𝒚𝒂..𝒄𝒂𝒑𝒆 𝒏𝒖𝒏𝒈𝒈𝒖𝒊𝒏.. | 𝑃𝑙𝑖𝑠 𝑃𝑖𝑡𝑢𝑟 𝐷𝑜𝑛𝑙𝑜𝑎𝑑 𝑁𝑦𝑎 𝑔𝑟𝑎𝑡𝑖𝑠 𝑑𝑜𝑛𝑔𝑔 𝑠𝑜𝑎𝑙𝑛𝑦𝑎 𝑗𝑎𝑟𝑖𝑛𝑔𝑎𝑛 𝑑𝑖𝑠𝑖𝑛𝑖 𝑙𝑒𝑚𝑜𝑡 𝑤𝑖𝑓𝑖 𝑗𝑎𝑢ℎ 𝑘𝑒𝑟𝑢𝑚𝑎ℎ
28,Adilllllll Aplikasiiiii Maaaahhaaalll,negatif,Iklan,Keluhan iklan berlebihan,ADS_SPAM,11,0.06,1.0,0,"adilllllll, aplikasiiiii, maaaahhaaalll, mahaaaallll, mahaaaaalllll, mahaaaalllllllllll, mahallll, jelekkkkm, kontllllll, ngedebit",Kontllllll kebanyakan iklan bangsatttt | mahaaaallll Persib langganan nya mahaaaaalllll | Mahalllll
