Topic,Count,Name,Representation,Representative_Docs,label_manual
9,86,9_menonton_patah_live_bola,"['menonton', 'patah', 'live', 'bola', 'streaming', 'iklan', 'kalau', 'gambar', 'olah', 'raga']","['menonton liga inggris gambar patah patah', 'sering patah patah ketika menonton live', 'habis update menonton live streaming malah patah patah']",Menonton Patah Live
10,83,10_kebanyakan_iklan_banyak_terlalu,"['kebanyakan', 'iklan', 'banyak', 'terlalu', 'iklannya', 'menonton', 'premium', 'dan', 'namanya', 'gratis']","['kebanyakan iklan', 'kebanyakan iklan', 'kebanyakan iklan']",Kebanyakan Iklan Banyak
11,69,11_banyak_bagus_tapi_enak,"['banyak', 'bagus', 'tapi', 'enak', 'iklan', 'terlalu', 'iklanya', 'iklannya', 'sih', 'memuaskan']","['bagus tapi banyak iklannya', 'terlalu banyak iklan tapi bagus kok', 'aplikasi bagus tapi banyak iklan']",Banyak Bagus Tapi
12,68,12_lambat_ngelag_gangguan_parah,"['lambat', 'ngelag', 'gangguan', 'parah', 'mulu', 'sering', 'loading', 'kadang', 'akhir', 'suka']","['ngelag parah', 'ngelag parah', 'parah oh parah gangguan mulu nih aplikasi lah bayar gangguan terus menerus']",Lambat Ngelag Gangguan
13,60,13_buka_bisa_di_tidak,"['buka', 'bisa', 'di', 'tidak', 'putar', 'rekam', 'kenapa', 'kebuka', 'ya', 'laptop']","['aplikasi nya tidak bisa di buka', 'kenapa aplikasi vidio tidak bisa di buka', 'kenapa kok tidak bisa di buka aplikasi vidio nya']",Buka Bisa Di
14,55,14_dulu_coba_iklannya_kurangi,"['dulu', 'coba', 'iklannya', 'kurangi', 'dicoba', 'bintang', 'banyak', 'tiga', 'terlalu', 'kungfu']","['coba dulu', 'coba dulu', 'coba dulu']",Dulu Coba Iklannya
15,50,15_liga_inggris_vs_timnas,"['liga', 'inggris', 'vs', 'timnas', 'indonesia', 'italia', 'mahal', 'pertandingan', 'ditayangkan', 'menonton']","['makin mahal untuk menonton liga inggris', 'kalau bisa ada paket liga inggris 1 pertandingan dong', 'sudah berlangganan paket liga inggris tapi masih ada iklan saat mau menonton pertandingan']",Liga Inggris Vs
16,48,16_bintang_kasih_aku_dulu,"['bintang', 'kasih', 'aku', 'dulu', 'flim', 'tiga', 'bagus', 'tamba', 'nanti', 'coba']","['aku kasih bintang 3 dulu jika aplikasi nya bagus dan bermanfaaat nanti aku kasih 5 bintang', 'coba kasih bintang 3 nanti kalau saat sesuai aku kasih bintang 5', 'saya kasih bintang 3 dulu ya']",Bintang Kasih Aku
17,42,17_banyak_iklan_iklannya_banget,"['banyak', 'iklan', 'iklannya', 'banget', 'agz', 'nya', 'kali', 'ketinggalan', 'kepotong', 'ganggu']","['banyak iklan nya', 'banyak iklan nya', 'iklan nya banyak banget']",Banyak Iklan Iklannya
18,41,18_ada_tidak_rcti_akses,"['ada', 'tidak', 'rcti', 'akses', 'game', 'horor', 'berkualitas', 'senang', 'belum', 'mnctv']","['tidak ada rcti nya', 'rcti tidak ada', 'kenapa tidak ada rcti']",Ada Tidak Rcti
19,36,19_mahal_harga_naik_makin,"['mahal', 'harga', 'naik', 'makin', 'harganya', 'paket', 'harusnya', 'sekarang', 'terlalu', 'kmrin2']","['harga langganan naik terus', 'mahal banget', 'biaya harga langganan mahal']",Mahal Harga Naik
20,35,20_download_asmara_magic_gara,"['download', 'asmara', 'magic', 'gara', 'gen', 'video', 'saya', 'f1', 'kenapa', 'harus']","['kenapa magic 5 episode 226 sampai episode sekarang harus vip apakah kamu tida memikirkan rakyat miskin yang tidak sanggup untuk vip biasanya ay donlot video magic 5 biasa saja kenapa sekarang harus vip tolong lah kerja samanya dengan rakyat miskin jangan memikirkan uang terus kalau saya tidak bisa donlot magic 5 lagi seperti biasa bagaimana magic 5 bisa laris penontonnya sedangkan kalau menonton magic 5 secara langsung iklannya terlalu banyak dan terlalu sering muncul iklan dan jaringannya juga lambat jadi tidak nyamn', 'kenapa sih sekarang video harus download primier tidak seperti dulu gratis sekarang mah mau menonton magic 5 tidak bisa di download', 'bintang 3 dulu karena saya baru download dan saya download ini gara gara asmara gen saja']",Download Asmara Magic
21,35,21_iklan_menit_iklann_dikit,"['iklan', 'menit', 'iklann', 'dikit', 'sampai', 'banyak', 'terlalu', 'skip', 'anjir', 'bentar']","['jangan terlalu banyak iklan dong baru beberapa menit sudah iklan lagi jadi menonton nya terganggu karena terlalu banyak iklan durasi nya juga lama lama lagi', 'iklan terlalu banyak belum ada 2 menit iklan sudah 2x', 'semua masih bagus cuman terlalu banyak iklan setiap 5 menit iklan 5 menit iklan']",Iklan Menit Iklann
22,31,22_gtv_mnctv_rcti_ada,"['gtv', 'mnctv', 'rcti', 'ada', 'mnc', 'sama', 'tambahkan', 'tv', 'cenel', 'global']","['tambahkan dong rcti sama gtv', 'tak ada gtv sama mnctv', 'kok tidak ada gtv']",Gtv Mnctv Rcti
23,19,23_membeli_transaksi_paket_merasa,"['membeli', 'transaksi', 'paket', 'merasa', 'bisa', 'memutar', 'berlangganan', 'tidak', 'dapat', 'saya']","['saya merasa rugi membeli paket prabayar dikarenakan saya menonton live streaming di proyektor android video terjeda suara lancar beda dengan vision plus untuk live streaming lancar', 'saya sudah membeli paket premium tapi tidak bisa di buka', 'tidak bisa membeli paket']",Membeli Transaksi Paket
24,13,24_iklan_mengganggu_terlalu_panjang,"['iklan', 'mengganggu', 'terlalu', 'panjang', 'dan', 'banyak', 'muncul', 'durasi', 'suruh', 'peremium']","['lagi menonton muncul iklan apa lagi pesta paris sering muncul dan stack di iklan itu malah seperti kaset kusut sudah begitu di suruh beli paket platinum untuk jaringan aman pakai wifi', 'terlalu banyak iklan durasi panjang dan iklan kadang tidak bisa dilewati', 'iklan terlalu panjang dan mengganggu menonton']",Iklan Mengganggu Terlalu
25,13,25_ngelag_subtitel_sering_kadang,"['ngelag', 'subtitel', 'sering', 'kadang', 'hilang', 'kecewa', 'suka', 'banget', 'sama', 'ngebuggg']","['kenapa sih sekarang sering banget ngelag kadang tidak loading sama sekali padahal koneksi internet full', 'sering banget ngelag kenapa ya', 'cukup bagus tapi subtitel nya hilang mulu anjing mana kadang aplikasi nya lag enggak bisa di nyalain padahal jaringan bagus tolong perbaiki agar subtitel di perbagus sama tidak hilang-hilang an']",Ngelag Subtitel Sering
26,12,26_tau_nih_express_enggak,"['tau', 'nih', 'express', 'enggak', 'post', 'apa', 'screenshot', 'belum', 'per', 'bagus']","['langganan express tidak tersedia di play store nih cara mau menonton yang expres bayar rp 5000 bagaimana nih', 'nih aplikasi sudah bagus cuman saya kurang suka sama yang namanya express dimana kita bisa menonton lebih cepat tapi harus bayar per episodenya jadi rasanya sayang saja begitu sudah beli premier malah disuruh tambah beli express mana per episode lagi jadi ya pasti banyak yang malah memilih buat menonton bajakan saja', 'bagus sih cuma enggak tau kenapa saya kan menonton asmara gen saja tapi post nya selalu telat enggak tau bug atau bagaimana saya tunggu sampai jam 10 malam tidak post padahal yang lain sudah ada tlng diperbaiki ya']",Tau Nih Express
27,11,27_mm_look_tok_the,"['mm', 'look', 'tok', 'the', 'itu', 'ku', 'be', 'better', '4698l', '4jtvnmv']","['jrvk f ycv lf r ocp lmpmp 9 9 4698l mp', 'please fix itu again don t have too many ads i like this aplikasi hopefully itu will be even better ini the future', 'rr tapi levy uu yang aku by look lyrics i look h the kakak mm ya ya tok 0 yyo ada yang telah ku ini ybybp tapi tok v']",Mm Look Tok
28,7,28_𝐚𝐝𝐚_𝐤𝐞𝐧𝐚𝐩𝐚_tiba²_𝐁𝐞𝐛𝐞𝐫𝐚𝐩𝐚,"['𝐚𝐝𝐚', '𝐤𝐞𝐧𝐚𝐩𝐚', 'tiba²', '𝐁𝐞𝐛𝐞𝐫𝐚𝐩𝐚', '𝐝𝐢', '𝒑𝒓𝒂𝒃𝒂𝒚𝒂𝒓', '𝘾𝙤𝙗𝙖', '𝙅𝙡𝙚𝙠', '𝐭𝐨𝐥𝐨𝐧𝐠', '𝐯𝐢𝐝𝐞𝐨']","['𝘾𝙤𝙗𝙖 𝙣 𝙩𝙚𝙨 𝙅𝙡𝙚𝙠 𝙝𝙤𝙥𝙪𝙨 𝙠𝙖𝙨𝙞 𝙗𝙞𝙣𝙩𝙖𝙣𝙜 𝙨𝙚𝙩𝙣𝙜𝙖𝙝', '𝐭𝐨𝐥𝐨𝐧𝐠 𝐥𝐚𝐡 𝐟𝐢𝐭𝐮𝐫 𝐝𝐨𝐰𝐧𝐥𝐨𝐚𝐝 𝐤𝐞𝐧𝐚𝐩𝐚 𝐡𝐚𝐫𝐮𝐬 𝐩𝐫𝐞𝐦𝐢𝐮𝐦 𝐝𝐮𝐥𝐮', '𝐁𝐞𝐛𝐞𝐫𝐚𝐩𝐚 𝐝𝐫𝐚𝐤𝐨𝐫 𝐭𝐢𝐝𝐚𝐤 𝐚𝐝𝐚 𝐤𝐞𝐧𝐚𝐩𝐚 𝐏𝐝𝐡𝐥 𝐥𝐢𝐬𝐭 𝐧𝐲𝐰 𝐚𝐝𝐚 𝐝𝐢 𝐯𝐢𝐝𝐞𝐨']",𝐚𝐝𝐚 𝐤𝐞𝐧𝐚𝐩𝐚 Tiba²
