topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
11,Coba Tingkatkan Mencoba,positif,Masalah Teknis,Fitur masih dalam percobaan,FEATURE_TRIAL,205,1.31,4.73,482,"coba, tingkatkan, mencoba, dulu, baru, lagi, masih, lelet, belum, terus",Di coba dulu | Di coba dulu | Baru ..coba dulu...
12,Iklan Ngelag Kebanyakan,positif,Iklan,Iklan mengganggu dan lag,AD_OVERLOAD,187,1.2,4.5,38,"iklan, ngelag, kebanyakan, banyak, sering, jangan, terlalu, kadang, eror, tapi",banyak iklan nya... | banyak iklan | banyak iklan
13,Tv Menonton Dimana,positif,Fitur TV,Menonton TV di perangkat lain,TV_STREAMING,176,1.13,4.86,238,"tv, menonton, dimana, bisa, di, rumah, saja, tidak, hp, aku","Bagus, bisa menghibur, dan juga klw gk ada TV bisa nonton di vidio | Mantap bisa nonton tv, soalnya dirumah gak ada tv 😁 | Jadi bisa nonton tv di hp"
14,League Liga Premier,positif,Konten Olahraga,Streaming liga sepak bola,SPORTS_LIVE,164,1.05,4.85,1114,"league, liga, premier, vs, live, raga, indonesia, olah, serie, match",favorit nonton liga Indonesia | Asik bisa nonton bola terutama liga 1 | keren bisa nonton primer league
15,Mantul Mntap Mantaf,positif,,,,142,0.91,4.92,165,"mantul, mntap, mantaf, mantull, mntp, syuka, bagis, baikkk, betul, aplikasiii",mantull | ✨💠 ManTull 💠👍🏻👍🏻👍🏻 | mantull👍
16,Beli Pulsa Pakai,positif,,,,133,0.85,4.65,271,"beli, pulsa, pakai, paket, bisa, kenapa, bayar, tidak, cara, telkomsel",kenapa tidak bisa beli pakai pulsa | Kenapa g bisa beli paketan lagi | kenapa tidak bisa beli paket via telkomsel
17,Mudah Ribet Gunakan,positif,,,,112,0.72,4.92,148,"mudah, ribet, gunakan, dan, praktis, sangat, untuk, digunakan, simple, di","bagus dan mudah | Sangat mudah di gunakan | Sangat mudah di gunakan,,,"
18,Like This Sok,positif,,,,102,0.65,4.93,12,"like, this, sok, the, is, aplication, and, excellent, good, application",i like good | I like this | I like
19,Cepat Respon Terima,positif,,,,99,0.63,4.84,566,"cepat, respon, terima, keluhan, kasih, kendala, fast, atas, team, sudah","Terimakasih untuk vidio respon sangat cepat ketika ada masalah... | makasih vidio yg respon nya cepat udah ditangani masalah ku | makasih byk buat team costumer servicenya,kalau saya ada keluhan selalu ditanggapi dengan cepat dan baik"
20,Bayar Dikit Diskon,positif,,,,99,0.63,4.67,392,"bayar, dikit, diskon, harus, membanyaki, promo, dong, gratis, sekarang, tidak",Aplikasiya susda bagus tapi nontonbola bayar harus gak bahar la hahaha | kok banyak yang bayar | banyakin yg gratisnya donk
21,Hapus Fitur Riwayat,positif,,,,97,0.62,4.58,254,"hapus, fitur, riwayat, tontonan, mode, di, bisa, tidak, tolong, ada","min. tambahin fitur screenshot di apknya atau vitur download napa(buat haga"" klo mati lampu + gk ada kuota supaya bisa tetep nonton) 🥲 | gw mau di aplikasi vidio ga ada iklan2 lagi gw mau tuh iklan APUS aja | Kenapa skrg gak bisa di unduh lagi vidio nya ya.."
22,Bintang Kasih Dulu,positif,,,,95,0.61,4.63,62,"bintang, kasih, dulu, kalau, saya, lima, aku, nanti, coba, bintangnya","Aku kasih bintang 5 karna aplikasinya bagus | Kasih 4 bintang dlu yaa.. , klo bagus di tambah , Good.. | Baru coba kalau bagus akan di tambah bintangnya"
23,Cinta Terbaik Bintang,positif,,,,72,0.46,4.9,9,"cinta, terbaik, bintang, berbicara, tuhan, yang, pencari, para, bicara, paling",yg terbaik | tetep yg terbaik | 4 bintang dlu
24,Bb Hu Xx,positif,,,,70,0.45,4.77,6,"bb, hu, xx, ah, oo, existingbefore, by, king, uc, aing",IWC ahkan. c e oo B | Cek meida mah bagus cnah | Banyak yg grtis pko nmh
25,Sports Movies Acl,positif,,,,43,0.28,4.98,14,"sports, movies, acl, gamestop, movie, vido, vidio, program, movis, mov","vidio: sports, movies, s... | vidio. sports. Movies | Vidio: Sports, Movies , ...."
26,Ufc Bagus² 𝑏𝑎𝑔𝑢𝑠,positif,,,,37,0.24,4.78,5,"ufc, bagus², 𝑏𝑎𝑔𝑢𝑠, 1qaaàa, 𝙣𝙮𝙖, alhamdulillàh, 8789⁹⁹⁹⁹⁹, baík, favoritlihat, kurang²in",𝘣𝘨𝘶𝘴 | ᝮᝦ | 𝑏𝑎𝑖𝑘
27,𝑑𝑖 𝗌𝖾𝗋𝗎 𝑛𝑦𝑎,positif,,,,19,0.12,4.79,18,"𝑑𝑖, 𝗌𝖾𝗋𝗎, 𝑛𝑦𝑎, 𝚔𝚊𝚕𝚊𝚞, 𝗅𝖺𝗀𝗂, 𝚗𝚘𝚗𝚝𝚘𝚗, 𝚜𝚞𝚔𝚊, 𝚕𝚊𝚖𝚊, 𝚝𝚊𝚙𝚒, 𝑏𝑎𝑦𝑎𝑟","ⓚⓐⓡⓔⓝⓐ 𝕤𝕒𝕪𝕒 𝕤𝕦𝕜𝕒 𝕞𝕖𝕝𝕚𝕙𝕒𝕥 𝕝𝕚𝕧𝕖 𝕟𝕪𝕒 𝕚𝕟𝕕𝕠𝕤𝕚𝕒𝕣 𝕕𝕒𝟟 | 𝑨𝒑𝒍𝒊𝒌𝒂𝒔𝒊 𝒚𝒂𝒏𝒈 𝒔𝒂𝒎𝒈𝒂𝒕 𝒃𝒂𝒈𝒖𝒔 𝒎𝒆𝒏𝒚𝒆𝒅𝒊𝒂𝒌𝒂𝒏 𝒇𝒊𝒍𝒎2 𝒚𝒂𝒏𝒈 𝒃𝒆𝒓𝒌𝒖𝒂𝒍𝒊𝒕𝒂𝒔 | 𝚒𝚢𝚊, 𝚌𝚘𝚌𝚘𝚔 𝚞𝚗𝚝𝚞𝚔 𝚝𝚘𝚗𝚝𝚘𝚗𝚊𝚗 𝚜𝚊𝚊𝚝 𝚋𝚎𝚛𝚒𝚜𝚝𝚒𝚛𝚊𝚑𝚊𝚝 𝚜𝚎𝚝𝚎𝚕𝚊𝚑 𝚋𝚎𝚛𝚊𝚔𝚝𝚒𝚟𝚒𝚝𝚊𝚜"
28,Pernando Fb Diyan,positif,,,,15,0.1,5.0,0,"pernando, fb, diyan, bafus, dariz, campor, dilv, kanja, fiorentina, anahgahat",B-h3roni. 💫💤👀🌵👾💓💖🌷💦🐝🌈🔥💋 | Wwconm Moktar | Anahgahat bafus
