topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
21,Iklan Menit Iklann,netral,Iklan,Iklan terlalu lama/skip,ADS_DURATION,35,1.24,3.0,16,"iklan, menit, iklann, dikit, sampai, banyak, terlalu, skip, anjir, bentar","skip dikit iklann males banget sama iklan kalau di loncatin menitnya | Pliss,iklan nya bnyk bgtt,pdhl td Bru iklan, ga lama iklan lagiiii | Banyak banget iklan nya masak satu vidio iklan sampe sepuluh kali tolong kurangin"
20,Download Asmara Magic,netral,Download,Tidak bisa download video,DOWNLOAD_LIMIT,35,1.24,3.0,1,"download, asmara, magic, gara, gen, video, saya, f1, kenapa, harus",Maaf saya kasih bintang 3 karena ketika saya mau download video itu kenapa harus langganan tolong hilangkan fitur itu | Kenapa sih sekarang video harus download primier gak kaya dulu gratis sekarang mah mau nonton magic 5 gak bisa di download | Video nya kok gak bisa di download sihhh??
22,Gtv Mnctv Rcti,netral,Ketersediaan Channel,Channel GTV/MNCTV/RCTI tidak ada,CHANNEL_MISSING,31,1.1,3.0,6,"gtv, mnctv, rcti, ada, mnc, sama, tambahkan, tv, cenel, global",Di tv show kenapa GK ada MNCTV sama gtv? | siaran TV GTV kok gak ada padahal itu yang banyak film bagus | Kok RCTI sama MNCTV ngk ada ya di aku
23,Membeli Transaksi Paket,netral,Pembelian Paket,Tidak dapat membeli paket,PURCHASE_ERROR,19,0.67,3.0,0,"membeli, transaksi, paket, merasa, bisa, memutar, berlangganan, tidak, dapat, saya",Tidak bisa membeli paket | Tidak bisa membeli paket lewat gpay | Saya sudah membeli paket premium. Tapi tdk bisa di buka
25,Ngelag Subtitel Sering,netral,Performansi,Lag dan subtitle bermasalah,PLAYBACK_ISSUE,13,0.46,3.0,2,"ngelag, subtitel, sering, kadang, hilang, kecewa, suka, banget, sama, ngebuggg","Suka ngelag pdhal udh langganan, sedikit kecewa sih | bagus tapi suka ngelag padahal koneksinya bagus | Sering banget ngelag. Kenapa ya ?"
24,Iklan Mengganggu Terlalu,netral,Iklan,"Iklan mengganggu, durasi panjang",ADS_INTRUSIVE,13,0.46,3.0,9,"iklan, mengganggu, terlalu, panjang, dan, banyak, muncul, durasi, suruh, peremium","Terlalu banyak iklan saat sedang menonton, dan selebihnya sangat bagus | di tv terlalu banyak iklan dan barcode nya gak bisa🤕 | terlalu banyak iklan durasi panjang dan iklan kadang tidak bisa dilewati"
26,Tau Nih Express,netral,Fitur Eksperimen,Bug posting atau screenshot tidak berfungsi,FEATURE_BUG,12,0.42,3.0,33,"tau, nih, express, enggak, post, apa, screenshot, belum, per, bagus","Masih mencoba ni apk,blum tau bagus pa nggak | Bagus sih tau gak bisa screenshot | bagus sih cuma gatau kenapa gw kan nonton asmara gen z tapi post nya selalu telat gatau bug atau gimana gw tunggu sampe jam 10 mlm ga post padahal yg lain udah ada tlng diperbaiki ya"
27,Mm Look Tok,netral,Spam,Ulasan tidak dapat dipahami,NOISE,11,0.39,3.0,2,"mm, look, tok, the, itu, ku, be, better, 4698l, 4jtvnmv",Mm¡Aku zj yg | Fjm . I nl | Rr to Levy UU yang aku by look lyrics i(⁠^⁠^⁠)}⁠:⁠‑⁠)(⁠^⁠^⁠) look. H the KK mm y ya tok *⁠\⁠0⁠/⁠ YYo ada yang telah ku ini ybybp Tapi tok V:⁠-;⁠)::⁠-⁠)
-1,Mobil Zuzuki Tþgtþtþgtþ,netral,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,10,0.35,3.0,0,"mobil, zuzuki, tþgtþtþgtþ, skudo, bermampaat, baik, cukup, pidio, penting, tahu",ad 5🌞 | cukup baik | 1 Yo
28,𝐚𝐝𝐚 𝐤𝐞𝐧𝐚𝐩𝐚 Tiba²,netral,Download,Download hanya untuk premium,DOWNLOAD_LIMIT,7,0.25,3.0,0,"𝐚𝐝𝐚, 𝐤𝐞𝐧𝐚𝐩𝐚, tiba², 𝐁𝐞𝐛𝐞𝐫𝐚𝐩𝐚, 𝐝𝐢, 𝒑𝒓𝒂𝒃𝒂𝒚𝒂𝒓, 𝘾𝙤𝙗𝙖, 𝙅𝙡𝙚𝙠, 𝐭𝐨𝐥𝐨𝐧𝐠, 𝐯𝐢𝐝𝐞𝐨",𝒌𝒏𝒑 𝒉𝒂𝒓𝒖𝒔 𝒂𝒅𝒂 𝒑𝒓𝒂𝒃𝒂𝒚𝒂𝒓. | 𝘾𝙤𝙗𝙖 𝙣 𝙩𝙚𝙨. 𝙅𝙡𝙚𝙠 𝙝𝙤𝙥𝙪𝙨 𝙠𝙖𝙨𝙞 𝙗𝙞𝙣𝙩𝙖𝙣𝙜 𝙨𝙚𝙩𝙣𝙜𝙖𝙝 | 𝐭𝐨𝐥𝐨𝐧𝐠 𝐥𝐚𝐡 𝐟𝐢𝐭𝐮𝐫 𝐝𝐨𝐰𝐧𝐥𝐨𝐚𝐝 𝐤𝐞𝐧𝐚𝐩𝐚 𝐡𝐚𝐫𝐮𝐬 𝐩𝐫𝐞𝐦𝐢𝐮𝐦 𝐝𝐮𝐥𝐮
