topic_id,topic_name,sentiment,business_category,sub_issue,merge_group,review_count,percentage,average_score,total_thumbs_up,top_keywords,sample_reviews
10,Puas Harga Saat,positif,Harga dan Promosi,Kepuasan pelanggan terhadap harga produk yang terjangkau,PRICE_SATISFACTION,1456,1.87,5.0,180,"puas, harga, saat, belanja, pas, sat, set, hemat, murah, alfamart","Belanja puas harga pas | Belanja puas, harga pas | Belanja puas, harga pas"
11,Alfagift Mantap The,positif,Pengalaman Pengguna,Ulasan positif umum mengenai kualitas aplikasi,GENERAL_POSITIVE_FEEDBACK,1257,1.62,4.99,59,"alfagift, mantap, the, best, keren, terbaik, alfagif, memang, luar, biasa",alfagift mantap | Alfagift mantap | alfagift mantap
12,Alfagift Membantu Sangat,positif,Pengalaman Pengguna,Aplikasi sangat membantu dan mempermudah proses belanja,GENERAL_POSITIVE_FEEDBACK,1213,1.56,4.99,223,"alfagift, membantu, sangat, terimakasih, terima, berbelanja, alfagif, kasih, mempermudah, aplikasi",Alfagift sangat membantu untuk berbelanja | Alfagift sangat membantu untuk berbelanja | mantap aplikasi alfagif sangat membantu dan memudahkan berbelanja.
13,Semoga Sukses Alfamart,positif,Layanan Pelanggan,Harapan dan dukungan positif untuk kemajuan perusahaan,GENERAL_POSITIVE_FEEDBACK,930,1.2,4.99,263,"semoga, sukses, alfamart, maju, terimakasih, terima, kasih, terus, selalu, semangat",Semoga alfamart sukses terus | Alfamart sukses selalu... | Alfamart sukses terus
14,Produk Sesuai Lengkap,positif,Kualitas Produk,Ketersediaan produk lengkap dan kualitas barang yang baik,PRODUCT_QUALITY,761,0.98,5.0,198,"produk, sesuai, lengkap, berkualitas, barang, produknya, barangnya, dan, pesanan, nya",Produk lengkap & Berkualitas 😃😍👍 | Produk lengkap&berkualitas | Produk Lengkap Berkualitas
15,Cepat Pengantaran Tepat,positif,Logistik dan Pengiriman,Kecepatan dan ketepatan waktu pengantaran pesanan,DELIVERY_SPEED,632,0.81,4.99,376,"cepat, pengantaran, tepat, respon, fast, pengantarannya, dan, pengeriman, pengiriman, pengirim",pengantaran sangat cepat | pengantaran sangat cepat | Pengantaran sangat cepat
16,Jaya Alfamart Alfa,positif,Pengalaman Pengguna,Apresiasi terhadap pelayanan Alfamart secara umum,GENERAL_POSITIVE_FEEDBACK,544,0.7,4.99,39,"jaya, alfamart, alfa, gift, menyala, hebat, melayani, menang, mantap, ku",Alfamart mantap | Alfamart mantap | Alfamart mantap
17,Ubur Sambil Ikan,positif,Kemudahan Penggunaan,Kemudahan belanja dari rumah dengan layanan praktis,USER_CONVENIENCE,205,0.26,5.0,10,"ubur, sambil, ikan, rebahan, lele, lee, boleh, bisa, belanja, rumah",Ubur-ubur ikan lele belanja di Alfagift anti Ribet-ribet' le..🔥🔥🔥 | Makin mudah belanja sambil rebahan gratis ongkir lagi | Belanja paling mudah sambil tiduran tunggu bentar nyampe alfagift mantap dah poko nya👍
18,Siap Depan Antar,positif,Logistik dan Pengiriman,Layanan pengantaran pesanan sampai ke depan rumah,DELIVERY_SERVICE,168,0.22,4.99,66,"siap, depan, antar, pintu, sampai, pesanan, diantar, anda, rumah, ongkir","Alfagift sangattt membantu, tinggal pilih belanjaan udah dianter sampe depan rumahh.. Gratis ongkir lagii😍😍😍😍😍 | banyak promo dan gratis ongkir diantar sampai depan rumah | Banyak promo dan bisa diantar sampai depan rumah gratis ongkir"
-1,Ajib Bagsu Iso,positif,Lain-lain / Noise,Ulasan umum/noise,OVERALL_SATISFACTION,157,0.2,4.98,0,"ajib, bagsu, iso, okokok, peri, uno, numero, mantapnyooo, melu, mantulity",termantapp | Gesittt | bagis
19,Tingkatkan Semakin Makin,positif,Harga dan Promosi,Harapan peningkatan promo dan cashback yang lebih baik,PROMOTION_FEEDBACK,156,0.2,4.95,23,"tingkatkan, semakin, makin, maju, lagi, baik, cashbacknya, terus, lebih, di",semakin oke dan banyak promosinya | Makin banyak promonya | Makin Banyak Cashback'nya😍
20,Pokona Mah Tau,positif,Kepuasan Pengguna,Ulasan positif umum dan kepuasan pelanggan,POSITIVE_FEEDBACK,126,0.16,4.98,0,"pokona, mah, tau, enggak, komen, pokok, dewe, sak, jos, apa",Mantap we pokona mah | Ambyar pokone mah | Recomend we pokona mah
21,Semua Cari Apapun,positif,Ketersediaan Produk,Kelengkapan stok dan variasi produk di aplikasi,PRODUCT_AVAILABILITY,114,0.15,4.98,33,"semua, cari, apapun, mikir, ada, lengkap, banget, perlu, alfamart, bisa","cari apapun ada dan lengkap bangett, | cari apapun ada, lengkap banget | Cari apapun ada, lengkap banget!"
22,Hati Selalu Dihati,positif,Loyalitas Pelanggan,Sentimen positif dan loyalitas terhadap brand,BRAND_LOYALTY,84,0.11,5.0,3,"hati, selalu, dihati, di, alfamart, alfagift, yang, terbaik, ada, dengan",alfagift selalu di hati | alfagift selalu di hati❤❤❤ | Alfagift selalu di hati☺️☺️
23,Bintang Berbicara Lima,positif,Kepuasan Pengguna,Pemberian rating bintang lima oleh pengguna,POSITIVE_FEEDBACK,64,0.08,4.95,5,"bintang, berbicara, lima, biar, bicara, yang, menilai, rata, menjelaskan, biarkan",kasih bintang 5 | harus bintang 5 | bintang 5🔥
24,And This Easy,positif,Kemudahan Penggunaan,Aplikasi membantu mempermudah proses belanja harian,USER_EXPERIENCE,64,0.08,4.98,26,"and, this, easy, application, for, is, shopping, use, tapi, very","This application really helps me in my daily shopping.🔥 | This application is very helpful and makes it easier for us to shop at Alfamart | Alfagift is very helpful and makes online ordering from Alfamart easy, it's really great."
25,Boleh Semudah Memang,positif,Kemudahan Penggunaan,Kemudahan pengalaman belanja online di aplikasi,USER_EXPERIENCE,60,0.08,4.98,14,"boleh, semudah, memang, ini, ya, online, sekeren, sebagus, belanja, se","Memang boleh ya belanja online semudah ini | MEmang boleh ya belanja online semudah ini | Memang boleh yah, belanja online semudah ini"
26,Semua Satu Kebutuhan,positif,Ketersediaan Produk,Satu aplikasi untuk memenuhi semua kebutuhan belanja,PRODUCT_AVAILABILITY,40,0.05,5.0,5,"semua, satu, kebutuhan, tersedia, aplikasi, ada, di, mendatangi, donlowad, yulia","satu aplikasi, semua kebutuhan | satu aplikasi, semua kebutuhan | satu aplikasi semua kebutuhan"
27,في 𝑦𝑔 Все,positif,Kepuasan Pengguna,Ulasan positif umum dalam berbagai bahasa,POSITIVE_FEEDBACK,38,0.05,4.95,0,"في, 𝑦𝑔, все, الترويجية, 𝑑𝑖, من, العروض, 𝑢𝑛𝑡𝑢𝑘, 𝑑𝑎𝑝𝑎𝑡, 𝒑𝒓𝒐𝒎𝒐",素晴らしね | ما شاء الله | 𝙰𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚜𝚊𝚗𝚐𝚊𝚝 𝚋𝚊𝚒𝚔!
28,Tabarakallah Masyaallah Allah,positif,Kepuasan Pengguna,Ulasan positif dengan ekspresi syukur,POSITIVE_FEEDBACK,22,0.03,4.95,4,"tabarakallah, masyaallah, allah, mashaallah, masyallah, alhdulillah, jazakumullah, khair, allahuakbar, akbar",masyallah tabarakallah | MasyaAllah Tabaraqallah | Masyaallah tabarakallah
